Source,Target,Type,Id,Label,timeset,Weight,based_on_page
1148,1257,Undirected,11192,,,1,XXV:309r
1148,1335,Undirected,11193,,,1,XXV:309r
1148,1338,Undirected,11194,,,1,XXV:309r
1148,1464,Undirected,11195,,,1,XXV:309r
1257,1335,Undirected,11196,,,1,XXV:309r
1257,1464,Undirected,11198,,,1,XXV:309r
1335,1338,Undirected,11199,,,1,XXV:309r
1335,1464,Undirected,11200,,,1,XXV:309r
1338,1464,Undirected,11201,,,1,XXV:309r
160,517,Undirected,11202,,,1,XXV:254r
160,815,Undirected,11203,,,1,XXV:254r
160,897,Undirected,11204,,,1,XXV:254r
160,918,Undirected,11205,,,1,XXV:254r
160,1005,Undirected,11206,,,1,XXV:254r
160,1033,Undirected,11207,,,1,XXV:254r
160,1181,Undirected,11208,,,1,XXV:254r
160,1238,Undirected,11209,,,1,XXV:254r
160,1293,Undirected,11210,,,1,XXV:254r
160,1342,Undirected,11211,,,1,XXV:254r
160,1692,Undirected,11212,,,1,XXV:254r
517,815,Undirected,11213,,,1,XXV:254r
517,897,Undirected,11214,,,1,XXV:254r
517,918,Undirected,11215,,,1,XXV:254r
517,1005,Undirected,11216,,,1,XXV:254r
517,1033,Undirected,11217,,,2,XXV:253v
517,1181,Undirected,11218,,,1,XXV:254r
517,1238,Undirected,11219,,,2,XXV:253v
517,1293,Undirected,11220,,,1,XXV:254r
517,1342,Undirected,11221,,,1,XXV:254r
517,1692,Undirected,11222,,,1,XXV:254r
815,918,Undirected,11224,,,1,XXV:254r
815,1005,Undirected,11225,,,1,XXV:254r
815,1181,Undirected,11227,,,1,XXV:254r
815,1238,Undirected,11228,,,1,XXV:254r
815,1342,Undirected,11230,,,1,XXV:254r
815,1692,Undirected,11231,,,1,XXV:254r
897,918,Undirected,11232,,,1,XXV:254r
897,1005,Undirected,11233,,,1,XXV:254r
897,1181,Undirected,11235,,,1,XXV:254r
897,1238,Undirected,11236,,,1,XXV:254r
897,1342,Undirected,11238,,,1,XXV:254r
897,1692,Undirected,11239,,,1,XXV:254r
918,1005,Undirected,11240,,,1,XXV:254r
918,1181,Undirected,11242,,,1,XXV:254r
918,1238,Undirected,11243,,,1,XXV:254r
918,1293,Undirected,11244,,,1,XXV:254r
918,1342,Undirected,11245,,,1,XXV:254r
918,1692,Undirected,11246,,,1,XXV:254r
1005,1033,Undirected,11247,,,1,XXV:254r
1005,1181,Undirected,11248,,,1,XXV:254r
1005,1238,Undirected,11249,,,1,XXV:254r
1005,1293,Undirected,11250,,,1,XXV:254r
1005,1342,Undirected,11251,,,1,XXV:254r
1005,1692,Undirected,11252,,,1,XXV:254r
1033,1181,Undirected,11253,,,1,XXV:254r
1033,1342,Undirected,11256,,,1,XXV:254r
1033,1692,Undirected,11257,,,1,XXV:254r
1181,1238,Undirected,11258,,,1,XXV:254r
1181,1293,Undirected,11259,,,1,XXV:254r
1181,1342,Undirected,11260,,,1,XXV:254r
1181,1692,Undirected,11261,,,1,XXV:254r
1238,1293,Undirected,11262,,,1,XXV:254r
1238,1342,Undirected,11263,,,1,XXV:254r
1238,1692,Undirected,11264,,,1,XXV:254r
1293,1342,Undirected,11265,,,1,XXV:254r
1293,1692,Undirected,11266,,,1,XXV:254r
1342,1692,Undirected,11267,,,1,XXV:254r
124,426,Undirected,11269,,,1,XXV:116v
124,847,Undirected,11270,,,1,XXV:116v
376,426,Undirected,11274,,,1,XXV:116v
376,847,Undirected,11275,,,1,XXV:116v
426,847,Undirected,11279,,,1,XXV:116v
426,1732,Undirected,11282,,,1,XXV:116v
847,1430,Undirected,11284,,,1,XXV:116v
847,1732,Undirected,11285,,,1,XXV:116v
743,1151,Undirected,11289,,,1,XXV:226v
743,1445,Undirected,11290,,,1,XXV:226v
743,1638,Undirected,11291,,,1,XXV:226v
1151,1638,Undirected,11293,,,1,XXV:226v
1445,1638,Undirected,11294,,,1,XXV:226v
321,420,Undirected,11295,,,1,XXV:331v
159,867,Undirected,11296,,,1,XXV:226r
159,1547,Undirected,11297,,,1,XXV:226r
867,1547,Undirected,11299,,,1,XXV:226r
867,1638,Undirected,11300,,,1,XXV:226r
1547,1638,Undirected,11301,,,1,XXV:226r
40,204,Undirected,11302,,,1,XXV:30v
40,387,Undirected,11303,,,1,XXV:30v
40,946,Undirected,11306,,,1,XXV:30v
204,387,Undirected,11307,,,1,XXV:30v
204,605,Undirected,11308,,,1,XXV:30v
204,761,Undirected,11309,,,1,XXV:30v
204,946,Undirected,11310,,,1,XXV:30v
387,761,Undirected,11312,,,1,XXV:30v
387,946,Undirected,11313,,,1,XXV:30v
605,946,Undirected,11315,,,1,XXV:30v
761,946,Undirected,11316,,,1,XXV:30v
13,321,Undirected,11317,,,1,XXV:331r
71,984,Undirected,11321,,,1,XXV:8v
71,1287,Undirected,11324,,,1,XXV:8v
476,984,Undirected,11328,,,1,XXV:8v
476,1287,Undirected,11331,,,1,XXV:8v
476,1662,Undirected,11332,,,1,XXV:8v
711,984,Undirected,11334,,,1,XXV:8v
711,1287,Undirected,11337,,,1,XXV:8v
896,984,Undirected,11339,,,1,XXV:8v
896,1287,Undirected,11342,,,1,XXV:8v
984,1088,Undirected,11344,,,1,XXV:8v
984,1089,Undirected,11345,,,1,XXV:8v
984,1287,Undirected,11346,,,1,XXV:8v
984,1662,Undirected,11347,,,1,XXV:8v
1088,1287,Undirected,11349,,,1,XXV:8v
1088,1662,Undirected,11350,,,1,XXV:8v
1089,1287,Undirected,11351,,,1,XXV:8v
1287,1662,Undirected,11353,,,1,XXV:8v
556,1550,Undirected,11355,,,1,XXV:8r
1089,1550,Undirected,11357,,,1,XXV:8r
1550,1662,Undirected,11359,,,1,XXV:8r
402,1304,Undirected,11363,,,1,XXV:279v
402,1583,Undirected,11365,,,1,XXV:279v
402,1729,Undirected,11366,,,1,XXV:279v
512,1304,Undirected,11368,,,1,XXV:279v
512,1583,Undirected,11370,,,1,XXV:279v
512,1729,Undirected,11371,,,1,XXV:279v
1202,1304,Undirected,11372,,,3,XXV:276r
1202,1729,Undirected,11375,,,1,XXV:279v
1304,1438,Undirected,11376,,,2,XXV:276r
1304,1583,Undirected,11377,,,1,XXV:279v
1304,1729,Undirected,11378,,,1,XXV:279v
1438,1729,Undirected,11380,,,1,XXV:279v
1583,1729,Undirected,11381,,,1,XXV:279v
512,1606,Undirected,11384,,,1,XXV:279r
60,490,Undirected,11388,,,1,XXV:20r
1202,1305,Undirected,11389,,,1,XXV:274v
1202,1323,Undirected,11390,,,1,XXV:274v
345,574,Undirected,11398,,,1,XXVI:76r
345,1311,Undirected,11399,,,2,XXVI:77v
574,1311,Undirected,11401,,,1,XXVI:76r
574,1576,Undirected,11402,,,1,XXVI:76r
1311,1576,Undirected,11403,,,1,XXVI:76r
383,402,Undirected,11404,,,1,XXVI:2v
383,420,Undirected,11405,,,1,XXVI:2v
383,746,Undirected,11406,,,1,XXVI:2v
383,971,Undirected,11407,,,1,XXVI:2v
383,1114,Undirected,11408,,,1,XXVI:2v
383,1210,Undirected,11409,,,1,XXVI:2v
383,1438,Undirected,11410,,,1,XXVI:2v
383,1569,Undirected,11411,,,1,XXVI:2v
383,1571,Undirected,11412,,,1,XXVI:2v
402,420,Undirected,11413,,,1,XXVI:2v
402,971,Undirected,11415,,,1,XXVI:2v
402,1114,Undirected,11416,,,1,XXVI:2v
402,1210,Undirected,11417,,,1,XXVI:2v
402,1569,Undirected,11419,,,1,XXVI:2v
402,1571,Undirected,11420,,,1,XXVI:2v
420,746,Undirected,11421,,,1,XXVI:2v
420,971,Undirected,11422,,,1,XXVI:2v
420,1114,Undirected,11423,,,1,XXVI:2v
420,1438,Undirected,11425,,,1,XXVI:2v
746,971,Undirected,11428,,,1,XXVI:2v
746,1114,Undirected,11429,,,1,XXVI:2v
746,1210,Undirected,11430,,,1,XXVI:2v
746,1569,Undirected,11432,,,1,XXVI:2v
746,1571,Undirected,11433,,,1,XXVI:2v
971,1114,Undirected,11434,,,1,XXVI:2v
971,1210,Undirected,11435,,,1,XXVI:2v
971,1438,Undirected,11436,,,1,XXVI:2v
971,1569,Undirected,11437,,,1,XXVI:2v
971,1571,Undirected,11438,,,1,XXVI:2v
1114,1210,Undirected,11439,,,2,XXV:326v
1114,1438,Undirected,11440,,,1,XXVI:2v
1114,1569,Undirected,11441,,,2,XXV:326v
1114,1571,Undirected,11442,,,2,XXV:326v
1210,1438,Undirected,11443,,,1,XXVI:2v
1438,1569,Undirected,11446,,,1,XXVI:2v
1438,1571,Undirected,11447,,,1,XXVI:2v
851,1230,Undirected,11457,,,1,XXV:168r
14,1147,Undirected,11460,,,1,XXVI:73r
14,1161,Undirected,11461,,,1,XXVI:73r
345,1147,Undirected,11462,,,3,XXVI:77r
1147,1161,Undirected,11464,,,1,XXVI:73r
851,1732,Undirected,11473,,,2,XXVI:41r
23,345,Undirected,11475,,,1,XXVI:73v
23,350,Undirected,11476,,,1,XXVI:73v
23,997,Undirected,11477,,,1,XXVI:73v
23,1147,Undirected,11478,,,1,XXVI:73v
23,1149,Undirected,11479,,,1,XXVI:73v
23,1553,Undirected,11480,,,1,XXVI:73v
23,1739,Undirected,11481,,,1,XXVI:73v
345,350,Undirected,11482,,,1,XXVI:73v
350,997,Undirected,11488,,,1,XXVI:73v
350,1147,Undirected,11489,,,1,XXVI:73v
350,1149,Undirected,11490,,,1,XXVI:73v
350,1553,Undirected,11491,,,1,XXVI:73v
350,1739,Undirected,11492,,,1,XXVI:73v
997,1147,Undirected,11493,,,1,XXVI:73v
997,1553,Undirected,11495,,,1,XXVI:73v
997,1739,Undirected,11496,,,1,XXVI:73v
1147,1149,Undirected,11497,,,1,XXVI:73v
1147,1553,Undirected,11498,,,2,XXVI:77r
1147,1739,Undirected,11499,,,1,XXVI:73v
275,1292,Undirected,11505,,,1,XXV:156r
540,1254,Undirected,11507,,,1,XXV:156r
540,1292,Undirected,11508,,,1,XXV:156r
1254,1292,Undirected,11510,,,1,XXV:156r
290,310,Undirected,11513,,,1,XXV:113r
290,392,Undirected,11514,,,1,XXV:113r
290,733,Undirected,11515,,,1,XXV:113r
290,945,Undirected,11516,,,1,XXV:113r
290,1178,Undirected,11517,,,1,XXV:113r
290,1247,Undirected,11518,,,1,XXV:113r
290,1621,Undirected,11520,,,1,XXV:113r
310,392,Undirected,11522,,,1,XXV:113r
310,733,Undirected,11523,,,1,XXV:113r
310,945,Undirected,11524,,,1,XXV:113r
310,1178,Undirected,11525,,,1,XXV:113r
310,1247,Undirected,11526,,,1,XXV:113r
310,1256,Undirected,11527,,,1,XXV:113r
310,1621,Undirected,11528,,,1,XXV:113r
310,1732,Undirected,11529,,,1,XXV:113r
392,733,Undirected,11530,,,1,XXV:113r
392,945,Undirected,11531,,,1,XXV:113r
392,1178,Undirected,11532,,,1,XXV:113r
392,1247,Undirected,11533,,,1,XXV:113r
392,1256,Undirected,11534,,,1,XXV:113r
392,1621,Undirected,11535,,,1,XXV:113r
392,1732,Undirected,11536,,,1,XXV:113r
733,945,Undirected,11537,,,1,XXV:113r
733,1178,Undirected,11538,,,1,XXV:113r
733,1247,Undirected,11539,,,1,XXV:113r
733,1256,Undirected,11540,,,1,XXV:113r
733,1621,Undirected,11541,,,1,XXV:113r
733,1732,Undirected,11542,,,1,XXV:113r
945,1621,Undirected,11546,,,1,XXV:113r
945,1732,Undirected,11547,,,1,XXV:113r
1178,1621,Undirected,11550,,,1,XXV:113r
1178,1732,Undirected,11551,,,1,XXV:113r
1247,1621,Undirected,11553,,,1,XXV:113r
1247,1732,Undirected,11554,,,1,XXV:113r
1256,1621,Undirected,11555,,,1,XXV:113r
1621,1732,Undirected,11557,,,1,XXV:113r
505,971,Undirected,11559,,,1,XXV:144r
505,1117,Undirected,11560,,,1,XXV:144r
505,1259,Undirected,11562,,,1,XXV:144r
505,1611,Undirected,11563,,,1,XXV:144r
923,971,Undirected,11564,,,1,XXV:144r
923,1117,Undirected,11565,,,2,XXV:304v
923,1259,Undirected,11567,,,1,XXV:144r
923,1611,Undirected,11568,,,1,XXV:144r
971,1259,Undirected,11571,,,1,XXV:144r
971,1611,Undirected,11572,,,1,XXV:144r
1117,1259,Undirected,11574,,,1,XXV:144r
1117,1611,Undirected,11575,,,1,XXV:144r
1212,1259,Undirected,11576,,,1,XXV:144r
1212,1611,Undirected,11577,,,1,XXV:144r
1259,1611,Undirected,11578,,,1,XXV:144r
57,398,Undirected,11580,,,1,XXV:111v
57,617,Undirected,11581,,,1,XXV:111v
57,932,Undirected,11582,,,1,XXV:111v
57,1244,Undirected,11583,,,1,XXV:111v
57,1395,Undirected,11586,,,1,XXV:111v
57,1436,Undirected,11587,,,1,XXV:111v
376,398,Undirected,11588,,,1,XXV:111v
376,617,Undirected,11589,,,1,XXV:111v
376,932,Undirected,11590,,,1,XXV:111v
376,1244,Undirected,11591,,,1,XXV:111v
376,1395,Undirected,11594,,,1,XXV:111v
376,1436,Undirected,11595,,,1,XXV:111v
398,617,Undirected,11596,,,1,XXV:111v
398,932,Undirected,11597,,,1,XXV:111v
398,1244,Undirected,11598,,,1,XXV:111v
398,1395,Undirected,11601,,,1,XXV:111v
398,1436,Undirected,11602,,,1,XXV:111v
617,1244,Undirected,11604,,,1,XXV:111v
617,1269,Undirected,11606,,,1,XXV:111v
617,1395,Undirected,11607,,,1,XXV:111v
617,1436,Undirected,11608,,,1,XXV:111v
932,1244,Undirected,11609,,,1,XXV:111v
932,1269,Undirected,11611,,,1,XXV:111v
932,1395,Undirected,11612,,,1,XXV:111v
932,1436,Undirected,11613,,,1,XXV:111v
1244,1256,Undirected,11614,,,1,XXV:111v
1244,1269,Undirected,11615,,,1,XXV:111v
1244,1395,Undirected,11616,,,1,XXV:111v
1244,1436,Undirected,11617,,,1,XXV:111v
1256,1395,Undirected,11619,,,1,XXV:111v
1256,1436,Undirected,11620,,,1,XXV:111v
1269,1395,Undirected,11621,,,1,XXV:111v
1269,1436,Undirected,11622,,,1,XXV:111v
1395,1436,Undirected,11623,,,1,XXV:111v
137,266,Undirected,11624,,,1,XXV:144v
137,346,Undirected,11625,,,1,XXV:144v
137,422,Undirected,11626,,,1,XXV:144v
137,928,Undirected,11627,,,1,XXV:144v
137,971,Undirected,11628,,,1,XXV:144v
137,991,Undirected,11629,,,1,XXV:144v
137,1002,Undirected,11630,,,1,XXV:144v
137,1029,Undirected,11631,,,1,XXV:144v
137,1212,Undirected,11632,,,1,XXV:144v
137,1343,Undirected,11633,,,1,XXV:144v
137,1392,Undirected,11634,,,1,XXV:144v
266,422,Undirected,11636,,,1,XXV:144v
266,991,Undirected,11639,,,1,XXV:144v
266,1002,Undirected,11640,,,1,XXV:144v
266,1029,Undirected,11641,,,1,XXV:144v
266,1212,Undirected,11642,,,1,XXV:144v
266,1392,Undirected,11644,,,1,XXV:144v
346,422,Undirected,11645,,,1,XXV:144v
346,928,Undirected,11646,,,2,XXV:244r
346,971,Undirected,11647,,,1,XXV:144v
346,991,Undirected,11648,,,1,XXV:144v
346,1002,Undirected,11649,,,1,XXV:144v
346,1392,Undirected,11653,,,1,XXV:144v
422,928,Undirected,11654,,,1,XXV:144v
422,971,Undirected,11655,,,1,XXV:144v
422,991,Undirected,11656,,,1,XXV:144v
422,1002,Undirected,11657,,,1,XXV:144v
422,1029,Undirected,11658,,,1,XXV:144v
422,1392,Undirected,11661,,,1,XXV:144v
928,991,Undirected,11663,,,1,XXV:144v
928,1002,Undirected,11664,,,1,XXV:144v
971,991,Undirected,11669,,,1,XXV:144v
971,1002,Undirected,11670,,,1,XXV:144v
971,1029,Undirected,11671,,,1,XXV:144v
971,1392,Undirected,11674,,,1,XXV:144v
991,1002,Undirected,11675,,,1,XXV:144v
991,1029,Undirected,11676,,,1,XXV:144v
991,1343,Undirected,11678,,,1,XXV:144v
991,1392,Undirected,11679,,,1,XXV:144v
1002,1029,Undirected,11680,,,1,XXV:144v
1002,1212,Undirected,11681,,,1,XXV:144v
1002,1343,Undirected,11682,,,1,XXV:144v
1002,1392,Undirected,11683,,,1,XXV:144v
1212,1392,Undirected,11688,,,1,XXV:144v
1343,1392,Undirected,11689,,,1,XXV:144v
87,374,Undirected,11691,,,1,XXV:111r
87,398,Undirected,11692,,,1,XXV:111r
87,572,Undirected,11693,,,1,XXV:111r
290,572,Undirected,11698,,,1,XXV:111r
374,398,Undirected,11701,,,1,XXV:111r
374,572,Undirected,11702,,,1,XXV:111r
374,1521,Undirected,11704,,,1,XXV:111r
398,572,Undirected,11705,,,1,XXV:111r
398,1521,Undirected,11707,,,1,XXV:111r
572,1256,Undirected,11708,,,1,XXV:111r
572,1521,Undirected,11709,,,1,XXV:111r
104,448,Undirected,11713,,,1,XXV:264v
104,1657,Undirected,11717,,,1,XXV:264v
175,448,Undirected,11718,,,1,XXV:264v
175,1578,Undirected,11721,,,1,XXV:264v
175,1657,Undirected,11722,,,1,XXV:264v
448,1033,Undirected,11723,,,1,XXV:264v
448,1216,Undirected,11724,,,1,XXV:264v
448,1578,Undirected,11725,,,1,XXV:264v
448,1657,Undirected,11726,,,1,XXV:264v
1033,1657,Undirected,11729,,,1,XXV:264v
1216,1657,Undirected,11731,,,1,XXV:264v
1578,1657,Undirected,11732,,,1,XXV:264v
18,588,Undirected,11734,,,1,XXV:322r
18,1114,Undirected,11738,,,1,XXV:322r
18,1416,Undirected,11740,,,1,XXV:322r
18,1434,Undirected,11741,,,1,XXV:322r
18,1647,Undirected,11742,,,1,XXV:322r
421,588,Undirected,11743,,,1,XXV:322r
421,1114,Undirected,11747,,,1,XXV:322r
421,1416,Undirected,11749,,,1,XXV:322r
421,1434,Undirected,11750,,,1,XXV:322r
421,1647,Undirected,11751,,,1,XXV:322r
588,683,Undirected,11752,,,1,XXV:322r
588,717,Undirected,11753,,,1,XXV:322r
588,1007,Undirected,11754,,,1,XXV:322r
588,1114,Undirected,11755,,,1,XXV:322r
588,1157,Undirected,11756,,,1,XXV:322r
588,1416,Undirected,11757,,,1,XXV:322r
588,1434,Undirected,11758,,,1,XXV:322r
588,1647,Undirected,11759,,,1,XXV:322r
683,717,Undirected,11760,,,1,XXV:322r
683,1416,Undirected,11764,,,1,XXV:322r
683,1647,Undirected,11766,,,1,XXV:322r
717,1114,Undirected,11768,,,1,XXV:322r
717,1416,Undirected,11770,,,1,XXV:322r
717,1434,Undirected,11771,,,1,XXV:322r
717,1647,Undirected,11772,,,1,XXV:322r
1007,1114,Undirected,11773,,,1,XXV:322r
1007,1416,Undirected,11775,,,1,XXV:322r
1007,1434,Undirected,11776,,,1,XXV:322r
1007,1647,Undirected,11777,,,1,XXV:322r
1114,1157,Undirected,11778,,,1,XXV:322r
1114,1416,Undirected,11779,,,1,XXV:322r
1114,1434,Undirected,11780,,,1,XXV:322r
1114,1647,Undirected,11781,,,1,XXV:322r
1157,1416,Undirected,11782,,,1,XXV:322r
1157,1434,Undirected,11783,,,1,XXV:322r
1157,1647,Undirected,11784,,,1,XXV:322r
1416,1434,Undirected,11785,,,1,XXV:322r
1416,1647,Undirected,11786,,,1,XXV:322r
1434,1647,Undirected,11787,,,1,XXV:322r
796,838,Undirected,11788,,,2,XXV:229v
796,843,Undirected,11789,,,3,XXV:229v
796,1209,Undirected,11790,,,3,XXV:229v
796,1294,Undirected,11791,,,1,XXV:228v
796,1445,Undirected,11792,,,1,XXV:228v
838,843,Undirected,11793,,,2,XXV:229v
838,1209,Undirected,11794,,,2,XXV:229v
838,1294,Undirected,11795,,,1,XXV:228v
838,1445,Undirected,11796,,,1,XXV:228v
843,1209,Undirected,11797,,,3,XXV:229v
843,1294,Undirected,11798,,,1,XXV:228v
843,1445,Undirected,11799,,,1,XXV:228v
1209,1294,Undirected,11800,,,1,XXV:228v
1209,1445,Undirected,11801,,,1,XXV:228v
1294,1445,Undirected,11802,,,1,XXV:228v
104,261,Undirected,11803,,,1,XXV:264r
104,593,Undirected,11804,,,1,XXV:264r
104,1019,Undirected,11805,,,1,XXV:264r
104,1311,Undirected,11807,,,1,XXV:264r
104,1667,Undirected,11808,,,1,XXV:264r
104,1725,Undirected,11809,,,1,XXV:264r
261,593,Undirected,11810,,,1,XXV:264r
261,1019,Undirected,11811,,,1,XXV:264r
261,1311,Undirected,11813,,,1,XXV:264r
261,1667,Undirected,11814,,,1,XXV:264r
593,1311,Undirected,11818,,,1,XXV:264r
593,1667,Undirected,11819,,,1,XXV:264r
1311,1725,Undirected,11829,,,1,XXV:264r
37,319,Undirected,11831,,,1,XXV:322v
37,321,Undirected,11832,,,1,XXV:322v
37,421,Undirected,11833,,,1,XXV:322v
37,1007,Undirected,11834,,,1,XXV:322v
319,321,Undirected,11836,,,1,XXV:322v
319,421,Undirected,11837,,,1,XXV:322v
319,1007,Undirected,11838,,,1,XXV:322v
319,1494,Undirected,11839,,,1,XXV:322v
321,421,Undirected,11840,,,1,XXV:322v
321,1007,Undirected,11841,,,2,XXV:328r
184,266,Undirected,11846,,,2,XXV:244r
184,928,Undirected,11847,,,2,XXV:244r
184,964,Undirected,11848,,,1,XXV:244v
266,964,Undirected,11850,,,1,XXV:244v
928,964,Undirected,11851,,,1,XXV:244v
113,1018,Undirected,11852,,,1,XXV:219v
184,346,Undirected,11854,,,1,XXV:244r
184,1163,Undirected,11856,,,1,XXV:244r
928,1163,Undirected,11862,,,1,XXV:244r
87,426,Undirected,11863,,,1,XXV:97r
87,503,Undirected,11864,,,1,XXV:97r
87,1106,Undirected,11865,,,1,XXV:97r
87,1136,Undirected,11866,,,1,XXV:97r
87,1391,Undirected,11869,,,1,XXV:97r
426,503,Undirected,11871,,,1,XXV:97r
426,1106,Undirected,11872,,,1,XXV:97r
426,1138,Undirected,11874,,,1,XXV:97r
426,1391,Undirected,11876,,,1,XXV:97r
426,1394,Undirected,11877,,,1,XXV:97r
503,1106,Undirected,11878,,,1,XXV:97r
503,1136,Undirected,11879,,,1,XXV:97r
503,1138,Undirected,11880,,,1,XXV:97r
503,1256,Undirected,11881,,,1,XXV:97r
503,1391,Undirected,11882,,,1,XXV:97r
503,1394,Undirected,11883,,,1,XXV:97r
1106,1136,Undirected,11884,,,1,XXV:97r
1106,1138,Undirected,11885,,,1,XXV:97r
1106,1256,Undirected,11886,,,1,XXV:97r
1106,1391,Undirected,11887,,,1,XXV:97r
1106,1394,Undirected,11888,,,1,XXV:97r
1136,1138,Undirected,11889,,,1,XXV:97r
1136,1391,Undirected,11891,,,1,XXV:97r
1136,1394,Undirected,11892,,,1,XXV:97r
1138,1391,Undirected,11894,,,1,XXV:97r
1256,1391,Undirected,11896,,,2,XXV:97v
1391,1394,Undirected,11898,,,1,XXV:97r
168,290,Undirected,11899,,,2,XXV:98r
168,842,Undirected,11900,,,1,XXV:97v
168,1256,Undirected,11901,,,2,XXV:98r
168,1391,Undirected,11902,,,1,XXV:97v
168,1712,Undirected,11903,,,2,XXV:98r
290,842,Undirected,11904,,,1,XXV:97v
290,1391,Undirected,11906,,,1,XXV:97v
290,1712,Undirected,11907,,,2,XXV:98r
842,1256,Undirected,11908,,,1,XXV:97v
842,1391,Undirected,11909,,,1,XXV:97v
842,1712,Undirected,11910,,,1,XXV:97v
1256,1712,Undirected,11912,,,2,XXV:98r
1391,1712,Undirected,11913,,,1,XXV:97v
955,1224,Undirected,11921,,,1,XXV:141r
955,1636,Undirected,11923,,,1,XXV:141r
1212,1224,Undirected,11924,,,2,XXV:140r
1212,1636,Undirected,11926,,,1,XXV:141r
1224,1261,Undirected,11927,,,1,XXV:141r
1224,1636,Undirected,11928,,,1,XXV:141r
1261,1636,Undirected,11929,,,1,XXV:141r
536,1068,Undirected,11937,,,2,XXV:49r
623,1068,Undirected,11941,,,1,XXV:38v
1068,1098,Undirected,11945,,,1,XXV:38v
1068,1266,Undirected,11946,,,1,XXV:38v
1068,1515,Undirected,11947,,,1,XXV:38v
1098,1515,Undirected,11949,,,1,XXV:38v
1266,1515,Undirected,11950,,,1,XXV:38v
623,964,Undirected,11954,,,1,XXV:38r
964,1098,Undirected,11956,,,1,XXV:38r
168,332,Undirected,11959,,,1,XXV:98r
168,405,Undirected,11960,,,1,XXV:98r
168,1420,Undirected,11962,,,1,XXV:98r
168,1643,Undirected,11963,,,1,XXV:98r
290,332,Undirected,11965,,,1,XXV:98r
290,1420,Undirected,11968,,,4,XXV:72v
290,1643,Undirected,11969,,,2,XXV:106r
332,405,Undirected,11971,,,1,XXV:98r
332,1256,Undirected,11972,,,1,XXV:98r
332,1420,Undirected,11973,,,1,XXV:98r
332,1643,Undirected,11974,,,1,XXV:98r
332,1712,Undirected,11975,,,1,XXV:98r
405,1420,Undirected,11977,,,1,XXV:98r
405,1643,Undirected,11978,,,1,XXV:98r
405,1712,Undirected,11979,,,1,XXV:98r
1420,1712,Undirected,11984,,,1,XXV:98r
1643,1712,Undirected,11985,,,1,XXV:98r
167,233,Undirected,11986,,,1,XXV:194v
167,351,Undirected,11987,,,1,XXV:194v
167,1385,Undirected,11989,,,1,XXV:194v
233,351,Undirected,11991,,,1,XXV:194v
233,1161,Undirected,11992,,,1,XXV:194v
233,1385,Undirected,11993,,,1,XXV:194v
233,1510,Undirected,11994,,,2,XXV:194r
351,1161,Undirected,11995,,,1,XXV:194v
351,1385,Undirected,11996,,,1,XXV:194v
351,1510,Undirected,11997,,,1,XXV:194v
1161,1385,Undirected,11998,,,1,XXV:194v
1385,1510,Undirected,12000,,,1,XXV:194v
233,1660,Undirected,12003,,,1,XXV:194r
80,320,Undirected,12005,,,1,XXV:216v
80,1032,Undirected,12006,,,1,XXV:216v
80,1040,Undirected,12007,,,1,XXV:216v
80,1751,Undirected,12008,,,1,XXV:216v
320,1040,Undirected,12010,,,1,XXV:216v
1032,1040,Undirected,12012,,,1,XXV:216v
1040,1751,Undirected,12014,,,1,XXV:216v
89,803,Undirected,12018,,,1,XXVI:33v
504,744,Undirected,12023,,,1,XXVI:33v
504,747,Undirected,12024,,,1,XXVI:33v
504,803,Undirected,12025,,,1,XXVI:33v
504,1077,Undirected,12028,,,1,XXVI:33v
744,803,Undirected,12031,,,1,XXVI:33v
744,879,Undirected,12032,,,1,XXVI:33v
744,1047,Undirected,12033,,,1,XXVI:33v
747,803,Undirected,12036,,,2,XXVI:33r
747,1047,Undirected,12038,,,1,XXVI:33v
803,879,Undirected,12041,,,1,XXVI:33v
803,1047,Undirected,12042,,,1,XXVI:33v
803,1077,Undirected,12043,,,1,XXVI:33v
1047,1077,Undirected,12048,,,1,XXVI:33v
43,220,Undirected,12053,,,1,XXVI:13r
43,237,Undirected,12054,,,1,XXVI:13r
43,349,Undirected,12056,,,1,XXVI:13r
43,1267,Undirected,12060,,,1,XXVI:13r
43,1452,Undirected,12065,,,1,XXVI:13r
44,192,Undirected,12070,,,1,XXVI:13r
44,237,Undirected,12072,,,1,XXVI:13r
44,241,Undirected,12073,,,1,XXVI:13r
44,349,Undirected,12074,,,1,XXVI:13r
44,965,Undirected,12077,,,1,XXVI:13r
44,1267,Undirected,12078,,,1,XXVI:13r
44,1348,Undirected,12080,,,1,XXVI:13r
44,1386,Undirected,12081,,,1,XXVI:13r
44,1452,Undirected,12083,,,1,XXVI:13r
44,1565,Undirected,12086,,,1,XXVI:13r
192,220,Undirected,12088,,,1,XXVI:13r
192,237,Undirected,12089,,,1,XXVI:13r
192,349,Undirected,12091,,,1,XXVI:13r
192,1267,Undirected,12095,,,1,XXVI:13r
192,1452,Undirected,12100,,,1,XXVI:13r
220,237,Undirected,12105,,,1,XXVI:13r
220,241,Undirected,12106,,,1,XXVI:13r
220,349,Undirected,12107,,,1,XXVI:13r
220,504,Undirected,12109,,,1,XXVI:13r
220,965,Undirected,12110,,,1,XXVI:13r
220,1267,Undirected,12111,,,1,XXVI:13r
220,1386,Undirected,12114,,,1,XXVI:13r
