Source,Target,Type,Id,Label,timeset,Weight,based_on_page
175,663,Undirected,2938,,,1,XXVI:30r
175,786,Undirected,2939,,,1,XXVI:30r
175,813,Undirected,2940,,,1,XXVI:30r
175,980,Undirected,2942,,,1,XXVI:30r
175,1048,Undirected,2943,,,1,XXVI:30r
175,1183,Undirected,2944,,,1,XXVI:30r
175,1326,Undirected,2945,,,1,XXVI:30r
175,1333,Undirected,2946,,,2,XXVI:12r
175,1410,Undirected,2947,,,1,XXVI:30r
175,1735,Undirected,2949,,,2,XXVI:12r
189,199,Undirected,2950,,,1,XXVI:30r
189,214,Undirected,2951,,,1,XXVI:30r
189,354,Undirected,2952,,,1,XXVI:30r
189,360,Undirected,2953,,,2,XXVI:30v
189,403,Undirected,2954,,,1,XXVI:30r
189,663,Undirected,2955,,,2,XXVI:30v
189,786,Undirected,2956,,,1,XXVI:30r
189,813,Undirected,2957,,,1,XXVI:30r
189,978,Undirected,2958,,,1,XXVI:30r
189,980,Undirected,2959,,,1,XXVI:30r
189,1048,Undirected,2960,,,1,XXVI:30r
189,1183,Undirected,2961,,,1,XXVI:30r
189,1326,Undirected,2962,,,1,XXVI:30r
189,1333,Undirected,2963,,,2,XXVI:30v
189,1410,Undirected,2964,,,1,XXVI:30r
189,1667,Undirected,2965,,,1,XXVI:30r
189,1735,Undirected,2966,,,2,XXVI:30v
199,214,Undirected,2967,,,1,XXVI:30r
199,354,Undirected,2968,,,1,XXVI:30r
199,360,Undirected,2969,,,1,XXVI:30r
199,403,Undirected,2970,,,1,XXVI:30r
199,663,Undirected,2971,,,1,XXVI:30r
199,786,Undirected,2972,,,1,XXVI:30r
199,813,Undirected,2973,,,1,XXVI:30r
199,978,Undirected,2974,,,1,XXVI:30r
199,980,Undirected,2975,,,1,XXVI:30r
199,1048,Undirected,2976,,,1,XXVI:30r
199,1183,Undirected,2977,,,1,XXVI:30r
199,1326,Undirected,2978,,,1,XXVI:30r
199,1333,Undirected,2979,,,1,XXVI:30r
199,1410,Undirected,2980,,,1,XXVI:30r
199,1667,Undirected,2981,,,1,XXVI:30r
199,1735,Undirected,2982,,,1,XXVI:30r
214,354,Undirected,2983,,,1,XXVI:30r
214,360,Undirected,2984,,,1,XXVI:30r
214,403,Undirected,2985,,,1,XXVI:30r
214,663,Undirected,2986,,,1,XXVI:30r
214,786,Undirected,2987,,,1,XXVI:30r
214,813,Undirected,2988,,,1,XXVI:30r
214,978,Undirected,2989,,,1,XXVI:30r
214,980,Undirected,2990,,,1,XXVI:30r
214,1048,Undirected,2991,,,1,XXVI:30r
214,1183,Undirected,2992,,,1,XXVI:30r
214,1326,Undirected,2993,,,1,XXVI:30r
214,1333,Undirected,2994,,,1,XXVI:30r
214,1410,Undirected,2995,,,1,XXVI:30r
214,1667,Undirected,2996,,,1,XXVI:30r
214,1735,Undirected,2997,,,1,XXVI:30r
354,360,Undirected,2998,,,1,XXVI:30r
354,403,Undirected,2999,,,1,XXVI:30r
354,663,Undirected,3000,,,2,XXVI:42r
354,786,Undirected,3001,,,1,XXVI:30r
354,813,Undirected,3002,,,1,XXVI:30r
354,978,Undirected,3003,,,1,XXVI:30r
354,980,Undirected,3004,,,1,XXVI:30r
354,1048,Undirected,3005,,,2,XXVI:27v
354,1183,Undirected,3006,,,1,XXVI:30r
354,1326,Undirected,3007,,,1,XXVI:30r
354,1333,Undirected,3008,,,1,XXVI:30r
354,1410,Undirected,3009,,,1,XXVI:30r
354,1667,Undirected,3010,,,1,XXVI:30r
360,403,Undirected,3012,,,1,XXVI:30r
360,663,Undirected,3013,,,2,XXVI:30v
360,786,Undirected,3014,,,1,XXVI:30r
360,813,Undirected,3015,,,1,XXVI:30r
360,978,Undirected,3016,,,1,XXVI:30r
360,980,Undirected,3017,,,1,XXVI:30r
360,1048,Undirected,3018,,,1,XXVI:30r
360,1183,Undirected,3019,,,1,XXVI:30r
360,1326,Undirected,3020,,,1,XXVI:30r
360,1333,Undirected,3021,,,2,XXVI:30v
360,1410,Undirected,3022,,,1,XXVI:30r
360,1667,Undirected,3023,,,1,XXVI:30r
360,1735,Undirected,3024,,,2,XXVI:30v
403,663,Undirected,3025,,,1,XXVI:30r
403,786,Undirected,3026,,,1,XXVI:30r
403,813,Undirected,3027,,,1,XXVI:30r
403,978,Undirected,3028,,,1,XXVI:30r
403,980,Undirected,3029,,,1,XXVI:30r
403,1048,Undirected,3030,,,1,XXVI:30r
403,1183,Undirected,3031,,,1,XXVI:30r
403,1326,Undirected,3032,,,1,XXVI:30r
403,1333,Undirected,3033,,,1,XXVI:30r
403,1410,Undirected,3034,,,1,XXVI:30r
403,1667,Undirected,3035,,,1,XXVI:30r
403,1735,Undirected,3036,,,1,XXVI:30r
663,786,Undirected,3037,,,1,XXVI:30r
663,813,Undirected,3038,,,1,XXVI:30r
663,978,Undirected,3039,,,1,XXVI:30r
663,980,Undirected,3040,,,1,XXVI:30r
663,1048,Undirected,3041,,,1,XXVI:30r
663,1183,Undirected,3042,,,1,XXVI:30r
663,1326,Undirected,3043,,,1,XXVI:30r
663,1333,Undirected,3044,,,2,XXVI:30v
663,1410,Undirected,3045,,,1,XXVI:30r
663,1667,Undirected,3046,,,1,XXVI:30r
663,1735,Undirected,3047,,,3,XXVI:42r
786,813,Undirected,3048,,,1,XXVI:30r
786,978,Undirected,3049,,,1,XXVI:30r
786,980,Undirected,3050,,,1,XXVI:30r
786,1048,Undirected,3051,,,1,XXVI:30r
786,1183,Undirected,3052,,,1,XXVI:30r
786,1326,Undirected,3053,,,1,XXVI:30r
786,1333,Undirected,3054,,,1,XXVI:30r
786,1410,Undirected,3055,,,1,XXVI:30r
786,1667,Undirected,3056,,,1,XXVI:30r
786,1735,Undirected,3057,,,1,XXVI:30r
813,978,Undirected,3058,,,1,XXVI:30r
813,980,Undirected,3059,,,1,XXVI:30r
813,1048,Undirected,3060,,,1,XXVI:30r
813,1183,Undirected,3061,,,1,XXVI:30r
813,1326,Undirected,3062,,,1,XXVI:30r
813,1333,Undirected,3063,,,1,XXVI:30r
813,1410,Undirected,3064,,,1,XXVI:30r
813,1667,Undirected,3065,,,1,XXVI:30r
813,1735,Undirected,3066,,,1,XXVI:30r
978,980,Undirected,3067,,,3,XXV:295v
978,1048,Undirected,3068,,,3,XXV:295v
978,1183,Undirected,3069,,,1,XXVI:30r
978,1326,Undirected,3070,,,1,XXVI:30r
978,1333,Undirected,3071,,,1,XXVI:30r
978,1410,Undirected,3072,,,1,XXVI:30r
978,1735,Undirected,3074,,,1,XXVI:30r
980,1048,Undirected,3075,,,2,XXV:295v
980,1183,Undirected,3076,,,1,XXVI:30r
980,1326,Undirected,3077,,,1,XXVI:30r
980,1333,Undirected,3078,,,1,XXVI:30r
980,1410,Undirected,3079,,,1,XXVI:30r
980,1667,Undirected,3080,,,2,XXV:295v
980,1735,Undirected,3081,,,1,XXVI:30r
1048,1183,Undirected,3082,,,1,XXVI:30r
1048,1326,Undirected,3083,,,1,XXVI:30r
1048,1333,Undirected,3084,,,1,XXVI:30r
1048,1410,Undirected,3085,,,1,XXVI:30r
1048,1667,Undirected,3086,,,4,XXV:248r
1048,1735,Undirected,3087,,,3,XXVI:28r
1183,1326,Undirected,3088,,,1,XXVI:30r
1183,1333,Undirected,3089,,,1,XXVI:30r
1183,1410,Undirected,3090,,,1,XXVI:30r
1183,1667,Undirected,3091,,,1,XXVI:30r
1183,1735,Undirected,3092,,,1,XXVI:30r
1326,1333,Undirected,3093,,,1,XXVI:30r
1326,1410,Undirected,3094,,,1,XXVI:30r
1326,1667,Undirected,3095,,,1,XXVI:30r
1326,1735,Undirected,3096,,,1,XXVI:30r
1333,1410,Undirected,3097,,,1,XXVI:30r
1333,1667,Undirected,3098,,,2,XXVI:12r
1333,1735,Undirected,3099,,,3,XXVI:12r
1410,1667,Undirected,3100,,,1,XXVI:30r
1410,1735,Undirected,3101,,,1,XXVI:30r
1667,1735,Undirected,3102,,,3,XXVI:26r
82,299,Undirected,3106,,,1,XXV:211v
82,394,Undirected,3107,,,1,XXV:211v
82,833,Undirected,3108,,,1,XXV:211v
82,1028,Undirected,3109,,,1,XXV:211v
82,1727,Undirected,3110,,,1,XXV:211v
299,394,Undirected,3111,,,4,XXV:210r
299,833,Undirected,3112,,,2,XXV:210r
299,1028,Undirected,3113,,,3,XXV:210r
299,1727,Undirected,3114,,,1,XXV:211v
394,833,Undirected,3115,,,2,XXV:210r
394,1727,Undirected,3117,,,1,XXV:211v
833,1028,Undirected,3118,,,2,XXV:210r
833,1727,Undirected,3119,,,1,XXV:211v
1028,1727,Undirected,3120,,,1,XXV:211v
48,189,Undirected,3121,,,1,XXVI:30v
48,360,Undirected,3122,,,1,XXVI:30v
48,396,Undirected,3123,,,1,XXVI:30v
48,439,Undirected,3124,,,1,XXVI:30v
48,663,Undirected,3125,,,1,XXVI:30v
48,744,Undirected,3126,,,1,XXVI:30v
48,761,Undirected,3127,,,1,XXVI:30v
48,863,Undirected,3128,,,1,XXVI:30v
48,1329,Undirected,3129,,,1,XXVI:30v
48,1333,Undirected,3130,,,1,XXVI:30v
48,1732,Undirected,3131,,,1,XXVI:30v
48,1735,Undirected,3132,,,2,XXVI:31r
189,396,Undirected,3134,,,1,XXVI:30v
189,439,Undirected,3135,,,1,XXVI:30v
189,744,Undirected,3137,,,1,XXVI:30v
189,761,Undirected,3138,,,1,XXVI:30v
189,863,Undirected,3139,,,1,XXVI:30v
189,1329,Undirected,3140,,,1,XXVI:30v
189,1732,Undirected,3142,,,1,XXVI:30v
360,396,Undirected,3144,,,1,XXVI:30v
360,439,Undirected,3145,,,1,XXVI:30v
360,744,Undirected,3147,,,1,XXVI:30v
360,761,Undirected,3148,,,1,XXVI:30v
360,863,Undirected,3149,,,1,XXVI:30v
360,1329,Undirected,3150,,,1,XXVI:30v
360,1732,Undirected,3152,,,1,XXVI:30v
396,439,Undirected,3154,,,1,XXVI:30v
396,663,Undirected,3155,,,1,XXVI:30v
396,744,Undirected,3156,,,1,XXVI:30v
396,761,Undirected,3157,,,1,XXVI:30v
396,863,Undirected,3158,,,1,XXVI:30v
396,1329,Undirected,3159,,,1,XXVI:30v
396,1333,Undirected,3160,,,1,XXVI:30v
396,1732,Undirected,3161,,,1,XXVI:30v
396,1735,Undirected,3162,,,2,XXVI:38r
439,663,Undirected,3163,,,1,XXVI:30v
439,744,Undirected,3164,,,1,XXVI:30v
439,761,Undirected,3165,,,1,XXVI:30v
439,863,Undirected,3166,,,1,XXVI:30v
439,1329,Undirected,3167,,,1,XXVI:30v
439,1333,Undirected,3168,,,1,XXVI:30v
663,744,Undirected,3171,,,1,XXVI:30v
663,761,Undirected,3172,,,1,XXVI:30v
663,863,Undirected,3173,,,1,XXVI:30v
663,1329,Undirected,3174,,,1,XXVI:30v
663,1732,Undirected,3176,,,1,XXVI:30v
744,761,Undirected,3178,,,1,XXVI:30v
744,863,Undirected,3179,,,1,XXVI:30v
744,1329,Undirected,3180,,,1,XXVI:30v
744,1333,Undirected,3181,,,1,XXVI:30v
744,1732,Undirected,3182,,,1,XXVI:30v
761,863,Undirected,3184,,,1,XXVI:30v
761,1329,Undirected,3185,,,3,XXVI:32v
761,1333,Undirected,3186,,,1,XXVI:30v
761,1732,Undirected,3187,,,4,XXV:34r
761,1735,Undirected,3188,,,3,XXVI:14r
863,1329,Undirected,3189,,,1,XXVI:30v
863,1333,Undirected,3190,,,1,XXVI:30v
863,1732,Undirected,3191,,,1,XXVI:30v
863,1735,Undirected,3192,,,1,XXVI:30v
1329,1333,Undirected,3193,,,1,XXVI:30v
1329,1732,Undirected,3194,,,3,XXVI:32v
1333,1732,Undirected,3196,,,1,XXVI:30v
522,1098,Undirected,3200,,,2,XXV:54r
1098,1381,Undirected,3204,,,5,XXV:42r
71,379,Undirected,3205,,,2,XXV:189r
71,476,Undirected,3206,,,3,XXV:8v
71,711,Undirected,3207,,,2,XXV:8v
71,952,Undirected,3209,,,2,XXV:189r
71,1700,Undirected,3211,,,1,XXV:189v
379,476,Undirected,3212,,,1,XXV:189v
379,711,Undirected,3213,,,1,XXV:189v
379,896,Undirected,3214,,,2,XXV:189r
379,952,Undirected,3215,,,2,XXV:189r
379,1088,Undirected,3216,,,1,XXV:189v
379,1700,Undirected,3217,,,1,XXV:189v
476,711,Undirected,3218,,,2,XXV:8v
476,896,Undirected,3219,,,2,XXV:8v
476,952,Undirected,3220,,,1,XXV:189v
476,1700,Undirected,3222,,,1,XXV:189v
711,896,Undirected,3223,,,3,XXV:8v
711,952,Undirected,3224,,,1,XXV:189v
711,1088,Undirected,3225,,,2,XXV:8v
711,1700,Undirected,3226,,,1,XXV:189v
896,952,Undirected,3227,,,2,XXV:189r
896,1088,Undirected,3228,,,2,XXV:8v
896,1700,Undirected,3229,,,1,XXV:189v
952,1088,Undirected,3230,,,1,XXV:189v
952,1700,Undirected,3231,,,1,XXV:189v
1088,1700,Undirected,3232,,,1,XXV:189v
238,604,Undirected,3233,,,1,XXVI:10v
238,883,Undirected,3234,,,1,XXVI:10v
238,950,Undirected,3235,,,1,XXVI:10v
238,1667,Undirected,3236,,,1,XXVI:10v
604,883,Undirected,3237,,,1,XXVI:10v
604,950,Undirected,3238,,,1,XXVI:10v
604,1667,Undirected,3239,,,4,XXV:295v
883,950,Undirected,3240,,,1,XXVI:10v
883,1667,Undirected,3241,,,1,XXVI:10v
11,120,Undirected,3243,,,1,XXV:198r
11,359,Undirected,3244,,,1,XXV:198r
120,359,Undirected,3245,,,1,XXV:198r
33,1133,Undirected,3246,,,1,XXV:104v
33,1256,Undirected,3247,,,1,XXV:104v
33,1609,Undirected,3248,,,1,XXV:104v
1133,1609,Undirected,3250,,,3,XXV:72r
375,1256,Undirected,3255,,,2,XXV:103v
375,1732,Undirected,3256,,,4,XXV:174v
86,423,Undirected,3259,,,1,XXV:58r
86,524,Undirected,3260,,,2,XXV:56v
86,613,Undirected,3261,,,1,XXV:58r
302,423,Undirected,3265,,,1,XXV:58r
302,524,Undirected,3266,,,1,XXV:58r
302,613,Undirected,3267,,,1,XXV:58r
302,645,Undirected,3268,,,1,XXV:58r
302,1396,Undirected,3269,,,1,XXV:58r
302,1487,Undirected,3270,,,1,XXV:58r
423,524,Undirected,3271,,,1,XXV:58r
423,613,Undirected,3272,,,1,XXV:58r
423,645,Undirected,3273,,,1,XXV:58r
423,1396,Undirected,3274,,,1,XXV:58r
423,1487,Undirected,3275,,,1,XXV:58r
524,613,Undirected,3276,,,1,XXV:58r
524,645,Undirected,3277,,,1,XXV:58r
524,1396,Undirected,3278,,,2,XXV:56v
524,1487,Undirected,3279,,,1,XXV:58r
613,645,Undirected,3280,,,1,XXV:58r
613,1396,Undirected,3281,,,1,XXV:58r
613,1487,Undirected,3282,,,1,XXV:58r
645,1487,Undirected,3284,,,1,XXV:58r
1396,1487,Undirected,3285,,,1,XXV:58r
596,617,Undirected,3286,,,1,XXV:182r
596,657,Undirected,3287,,,1,XXV:182r
596,666,Undirected,3288,,,2,XXV:181r
596,912,Undirected,3289,,,1,XXV:182r
596,932,Undirected,3290,,,1,XXV:182r
617,657,Undirected,3291,,,1,XXV:182r
617,666,Undirected,3292,,,1,XXV:182r
617,912,Undirected,3293,,,1,XXV:182r
617,932,Undirected,3294,,,3,XXV:111v
657,666,Undirected,3295,,,2,XXV:181v
657,912,Undirected,3296,,,1,XXV:182r
657,932,Undirected,3297,,,1,XXV:182r
666,912,Undirected,3298,,,1,XXV:182r
666,932,Undirected,3299,,,1,XXV:182r
912,932,Undirected,3300,,,1,XXV:182r
684,689,Undirected,3302,,,1,XXV:318r
684,1740,Undirected,3303,,,1,XXV:318r
689,1740,Undirected,3304,,,1,XXV:318r
71,658,Undirected,3306,,,1,XXV:182v
71,666,Undirected,3307,,,1,XXV:182v
513,658,Undirected,3309,,,1,XXV:182v
513,666,Undirected,3310,,,1,XXV:182v
658,666,Undirected,3312,,,1,XXV:182v
658,1314,Undirected,3313,,,1,XXV:182v
666,1314,Undirected,3314,,,1,XXV:182v
45,89,Undirected,3315,,,1,XXVI:27r
45,151,Undirected,3316,,,1,XXVI:27r
45,491,Undirected,3317,,,1,XXVI:27r
45,504,Undirected,3318,,,1,XXVI:27r
45,506,Undirected,3319,,,1,XXVI:27r
45,745,Undirected,3320,,,1,XXVI:27r
45,821,Undirected,3321,,,1,XXVI:27r
45,879,Undirected,3322,,,1,XXVI:27r
45,922,Undirected,3323,,,1,XXVI:27r
45,965,Undirected,3324,,,1,XXVI:27r
45,1047,Undirected,3325,,,1,XXVI:27r
45,1121,Undirected,3326,,,1,XXVI:27r
45,1140,Undirected,3327,,,1,XXVI:27r
45,1200,Undirected,3328,,,1,XXVI:27r
45,1231,Undirected,3329,,,1,XXVI:27r
45,1267,Undirected,3330,,,1,XXVI:27r
45,1644,Undirected,3331,,,1,XXVI:27r
45,1735,Undirected,3332,,,1,XXVI:27r
89,151,Undirected,3333,,,1,XXVI:27r
89,491,Undirected,3334,,,1,XXVI:27r
89,504,Undirected,3335,,,3,XXVI:33v
89,506,Undirected,3336,,,2,XXVI:37r
89,745,Undirected,3337,,,1,XXVI:27r
89,821,Undirected,3338,,,1,XXVI:27r
89,922,Undirected,3340,,,1,XXVI:27r
89,965,Undirected,3341,,,1,XXVI:27r
89,1047,Undirected,3342,,,4,XXVI:33v
89,1121,Undirected,3343,,,1,XXVI:27r
89,1140,Undirected,3344,,,3,XXVI:37r
89,1231,Undirected,3346,,,1,XXVI:27r
89,1267,Undirected,3347,,,2,XXVI:39r
89,1644,Undirected,3348,,,1,XXVI:27r
151,491,Undirected,3350,,,1,XXVI:27r
151,504,Undirected,3351,,,1,XXVI:27r
151,506,Undirected,3352,,,1,XXVI:27r
151,745,Undirected,3353,,,1,XXVI:27r
151,821,Undirected,3354,,,1,XXVI:27r
151,879,Undirected,3355,,,1,XXVI:27r
151,922,Undirected,3356,,,1,XXVI:27r
151,965,Undirected,3357,,,1,XXVI:27r
151,1047,Undirected,3358,,,1,XXVI:27r
151,1121,Undirected,3359,,,1,XXVI:27r
151,1140,Undirected,3360,,,1,XXVI:27r
151,1200,Undirected,3361,,,1,XXVI:27r
151,1231,Undirected,3362,,,1,XXVI:27r
151,1267,Undirected,3363,,,1,XXVI:27r
151,1644,Undirected,3364,,,1,XXVI:27r
151,1735,Undirected,3365,,,1,XXVI:27r
491,504,Undirected,3366,,,1,XXVI:27r
491,506,Undirected,3367,,,1,XXVI:27r
491,745,Undirected,3368,,,1,XXVI:27r
491,821,Undirected,3369,,,1,XXVI:27r
491,879,Undirected,3370,,,1,XXVI:27r
491,922,Undirected,3371,,,1,XXVI:27r
491,965,Undirected,3372,,,1,XXVI:27r
491,1047,Undirected,3373,,,1,XXVI:27r
491,1121,Undirected,3374,,,1,XXVI:27r
491,1140,Undirected,3375,,,1,XXVI:27r
491,1200,Undirected,3376,,,1,XXVI:27r
491,1231,Undirected,3377,,,1,XXVI:27r
491,1267,Undirected,3378,,,1,XXVI:27r
491,1644,Undirected,3379,,,1,XXVI:27r
491,1735,Undirected,3380,,,2,XXVI:27v
504,506,Undirected,3381,,,2,XXVI:13v
504,745,Undirected,3382,,,1,XXVI:27r
504,821,Undirected,3383,,,1,XXVI:27r
504,879,Undirected,3384,,,2,XXVI:33v
504,922,Undirected,3385,,,1,XXVI:27r
504,965,Undirected,3386,,,3,XXVI:13r
504,1121,Undirected,3388,,,1,XXVI:27r
504,1140,Undirected,3389,,,2,XXVI:13v
504,1200,Undirected,3390,,,3,XXVI:39r
504,1231,Undirected,3391,,,1,XXVI:27r
504,1267,Undirected,3392,,,3,XXVI:13r
504,1644,Undirected,3393,,,1,XXVI:27r
506,745,Undirected,3395,,,1,XXVI:27r
506,821,Undirected,3396,,,1,XXVI:27r
506,879,Undirected,3397,,,1,XXVI:27r
506,922,Undirected,3398,,,1,XXVI:27r
506,965,Undirected,3399,,,2,XXVI:13v
506,1047,Undirected,3400,,,1,XXVI:27r
506,1121,Undirected,3401,,,1,XXVI:27r
506,1140,Undirected,3402,,,3,XXVI:37r
506,1200,Undirected,3403,,,4,XXVI:37v
506,1231,Undirected,3404,,,1,XXVI:27r
506,1267,Undirected,3405,,,1,XXVI:27r
506,1644,Undirected,3406,,,1,XXVI:27r
506,1735,Undirected,3407,,,4,XXVI:37v
745,821,Undirected,3408,,,1,XXVI:27r
745,879,Undirected,3409,,,1,XXVI:27r
745,922,Undirected,3410,,,1,XXVI:27r
745,965,Undirected,3411,,,1,XXVI:27r
745,1047,Undirected,3412,,,1,XXVI:27r
745,1121,Undirected,3413,,,1,XXVI:27r
745,1140,Undirected,3414,,,1,XXVI:27r
745,1200,Undirected,3415,,,1,XXVI:27r
745,1231,Undirected,3416,,,1,XXVI:27r
745,1267,Undirected,3417,,,1,XXVI:27r
745,1644,Undirected,3418,,,1,XXVI:27r
745,1735,Undirected,3419,,,1,XXVI:27r
821,879,Undirected,3420,,,1,XXVI:27r
821,922,Undirected,3421,,,1,XXVI:27r
821,965,Undirected,3422,,,1,XXVI:27r
821,1047,Undirected,3423,,,1,XXVI:27r
821,1121,Undirected,3424,,,1,XXVI:27r
821,1140,Undirected,3425,,,1,XXVI:27r
821,1200,Undirected,3426,,,1,XXVI:27r
821,1231,Undirected,3427,,,1,XXVI:27r
821,1267,Undirected,3428,,,1,XXVI:27r
821,1644,Undirected,3429,,,1,XXVI:27r
821,1735,Undirected,3430,,,1,XXVI:27r
879,922,Undirected,3431,,,1,XXVI:27r
879,965,Undirected,3432,,,1,XXVI:27r
879,1047,Undirected,3433,,,3,XXVI:33v
879,1121,Undirected,3434,,,1,XXVI:27r
879,1140,Undirected,3435,,,2,XXVI:40v
879,1200,Undirected,3436,,,1,XXVI:27r
879,1231,Undirected,3437,,,1,XXVI:27r
879,1267,Undirected,3438,,,1,XXVI:27r
879,1644,Undirected,3439,,,1,XXVI:27r
922,965,Undirected,3441,,,1,XXVI:27r
922,1047,Undirected,3442,,,1,XXVI:27r
922,1121,Undirected,3443,,,1,XXVI:27r
922,1140,Undirected,3444,,,1,XXVI:27r
922,1200,Undirected,3445,,,1,XXVI:27r
922,1231,Undirected,3446,,,1,XXVI:27r
922,1267,Undirected,3447,,,1,XXVI:27r
922,1644,Undirected,3448,,,1,XXVI:27r
922,1735,Undirected,3449,,,1,XXVI:27r
965,1047,Undirected,3450,,,1,XXVI:27r
965,1121,Undirected,3451,,,1,XXVI:27r
965,1140,Undirected,3452,,,3,XXVI:13v
965,1200,Undirected,3453,,,2,XXVI:13v
965,1231,Undirected,3454,,,1,XXVI:27r
965,1267,Undirected,3455,,,3,XXVI:13r
965,1644,Undirected,3456,,,1,XXVI:27r
965,1735,Undirected,3457,,,4,XXVI:13r
1047,1121,Undirected,3458,,,1,XXVI:27r
1047,1140,Undirected,3459,,,1,XXVI:27r
1047,1200,Undirected,3460,,,1,XXVI:27r
1047,1231,Undirected,3461,,,1,XXVI:27r
1047,1267,Undirected,3462,,,1,XXVI:27r
1047,1644,Undirected,3463,,,1,XXVI:27r
1121,1140,Undirected,3465,,,1,XXVI:27r
1121,1200,Undirected,3466,,,1,XXVI:27r
1121,1231,Undirected,3467,,,1,XXVI:27r
1121,1267,Undirected,3468,,,1,XXVI:27r
1121,1644,Undirected,3469,,,1,XXVI:27r
1121,1735,Undirected,3470,,,1,XXVI:27r
1140,1200,Undirected,3471,,,3,XXVI:37r
1140,1231,Undirected,3472,,,1,XXVI:27r
1140,1267,Undirected,3473,,,2,XXVI:26v
1140,1644,Undirected,3474,,,1,XXVI:27r
1140,1735,Undirected,3475,,,6,XXVI:37r
1200,1231,Undirected,3476,,,1,XXVI:27r
1200,1267,Undirected,3477,,,2,XXVI:39r
1200,1644,Undirected,3478,,,1,XXVI:27r
1231,1267,Undirected,3480,,,1,XXVI:27r
1231,1644,Undirected,3481,,,1,XXVI:27r
1231,1735,Undirected,3482,,,1,XXVI:27r
1267,1644,Undirected,3483,,,1,XXVI:27r
1267,1735,Undirected,3484,,,5,XXVI:13r
1644,1735,Undirected,3485,,,1,XXVI:27r
99,1007,Undirected,3487,,,1,XXV:314v
99,1157,Undirected,3488,,,1,XXV:314v
99,1413,Undirected,3489,,,1,XXV:314v
99,1509,Undirected,3490,,,1,XXV:314v
99,1608,Undirected,3491,,,1,XXV:314v
683,1007,Undirected,3492,,,3,XXV:328v
683,1157,Undirected,3493,,,3,XXV:326r
683,1413,Undirected,3494,,,2,XXV:328v
683,1509,Undirected,3495,,,3,XXV:315r
683,1608,Undirected,3496,,,1,XXV:314v
1007,1413,Undirected,3498,,,2,XXV:328v
1007,1509,Undirected,3499,,,1,XXV:314v
1007,1608,Undirected,3500,,,1,XXV:314v
1157,1413,Undirected,3501,,,1,XXV:314v
1157,1509,Undirected,3502,,,1,XXV:314v
1157,1608,Undirected,3503,,,1,XXV:314v
1413,1509,Undirected,3504,,,1,XXV:314v
1413,1608,Undirected,3505,,,1,XXV:314v
1509,1608,Undirected,3506,,,1,XXV:314v
326,425,Undirected,3508,,,1,XXV:164r
334,425,Undirected,3510,,,1,XXV:164r
425,1732,Undirected,3512,,,1,XXV:164r
60,1358,Undirected,3513,,,5,XXV:18r
169,194,Undirected,3514,,,1,XXV:314r
169,643,Undirected,3516,,,1,XXV:314r
169,1007,Undirected,3518,,,1,XXV:314r
169,1132,Undirected,3519,,,1,XXV:314r
169,1157,Undirected,3520,,,1,XXV:314r
169,1343,Undirected,3521,,,1,XXV:314r
169,1715,Undirected,3522,,,1,XXV:314r
194,451,Undirected,3523,,,1,XXV:314r
194,643,Undirected,3524,,,1,XXV:314r
194,689,Undirected,3525,,,1,XXV:314r
194,1007,Undirected,3526,,,1,XXV:314r
194,1132,Undirected,3527,,,1,XXV:314r
194,1157,Undirected,3528,,,1,XXV:314r
194,1343,Undirected,3529,,,1,XXV:314r
194,1715,Undirected,3530,,,1,XXV:314r
451,643,Undirected,3531,,,1,XXV:314r
451,1007,Undirected,3533,,,1,XXV:314r
451,1132,Undirected,3534,,,1,XXV:314r
451,1157,Undirected,3535,,,1,XXV:314r
451,1343,Undirected,3536,,,1,XXV:314r
451,1715,Undirected,3537,,,1,XXV:314r
643,689,Undirected,3538,,,1,XXV:314r
643,1007,Undirected,3539,,,1,XXV:314r
643,1132,Undirected,3540,,,1,XXV:314r
643,1157,Undirected,3541,,,1,XXV:314r
643,1343,Undirected,3542,,,1,XXV:314r
643,1715,Undirected,3543,,,1,XXV:314r
689,1007,Undirected,3544,,,1,XXV:314r
689,1132,Undirected,3545,,,1,XXV:314r
689,1157,Undirected,3546,,,1,XXV:314r
689,1343,Undirected,3547,,,1,XXV:314r
689,1715,Undirected,3548,,,1,XXV:314r
1007,1132,Undirected,3549,,,1,XXV:314r
1007,1343,Undirected,3551,,,1,XXV:314r
1007,1715,Undirected,3552,,,1,XXV:314r
1132,1157,Undirected,3553,,,1,XXV:314r
1132,1343,Undirected,3554,,,1,XXV:314r
1132,1715,Undirected,3555,,,1,XXV:314r
1157,1343,Undirected,3556,,,1,XXV:314r
1157,1715,Undirected,3557,,,1,XXV:314r
1343,1715,Undirected,3558,,,1,XXV:314r
44,89,Undirected,3559,,,2,XXVI:37r
44,131,Undirected,3560,,,1,XXVI:24v
44,399,Undirected,3561,,,1,XXVI:24v
44,1200,Undirected,3563,,,2,XXVI:37r
44,1450,Undirected,3565,,,1,XXVI:24v
89,131,Undirected,3569,,,1,XXVI:24v
89,399,Undirected,3570,,,1,XXVI:24v
89,964,Undirected,3571,,,3,XXVI:31v
89,1278,Undirected,3573,,,2,XXVI:39r
89,1653,Undirected,3576,,,1,XXVI:24v
131,399,Undirected,3578,,,1,XXVI:24v
131,964,Undirected,3579,,,1,XXVI:24v
131,1200,Undirected,3580,,,1,XXVI:24v
