Source	Source_label	Target	Target_label	Based_on_page	Type	Kind	Holy_table_timestamp	Generator_version	Validity	Validity_certainty	Validity_note	Validation_manual_or_automated	Human_editor	Human_timestamp	Validator_editor	Validator_timestamp	Warning
140	Jacques Autier	700	Martin Francès	997	Undirected												
140	Jacques Autier	701	Montolive Francès	997	Undirected												
140	Jacques Autier	766	Raimond Géraud	997	Undirected												
140	Jacques Autier	767	Etiennette Géraud	997	Undirected												
140	Jacques Autier	1207	Amiel de Perles	997	Undirected												
140	Jacques Autier	1273	André de Prades	997	Undirected												
140	Jacques Autier	1412	Guillaume de Salavert	997	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	997	Undirected												
143	Guillaume Autier	499	Raimond Delboc	997	Undirected												
143	Guillaume Autier	514	Raimond Didier	997	Undirected												
143	Guillaume Autier	596	Faure family	997	Undirected												
143	Guillaume Autier	646	Bernard Faure	997	Undirected												
143	Guillaume Autier	647	Ayceline Faure	997	Undirected												
143	Guillaume Autier	700	Martin Francès	997	Undirected												
143	Guillaume Autier	701	Montolive Francès	997	Undirected												
143	Guillaume Autier	766	Raimond Géraud	997	Undirected												
143	Guillaume Autier	767	Etiennette Géraud	997	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	997	Undirected												
143	Guillaume Autier	1273	André de Prades	997	Undirected												
143	Guillaume Autier	1412	Guillaume de Salavert	997	Undirected												
143	Guillaume Autier	1451	Pierre Raimond Sartre	997	Undirected												
499	Raimond Delboc	514	Raimond Didier	997	Undirected												
499	Raimond Delboc	596	Faure family	997	Undirected												
499	Raimond Delboc	646	Bernard Faure	997	Undirected												
499	Raimond Delboc	647	Ayceline Faure	997	Undirected												
499	Raimond Delboc	700	Martin Francès	997	Undirected												
499	Raimond Delboc	701	Montolive Francès	997	Undirected												
499	Raimond Delboc	766	Raimond Géraud	997	Undirected												
499	Raimond Delboc	767	Etiennette Géraud	997	Undirected												
499	Raimond Delboc	1207	Amiel de Perles	997	Undirected												
499	Raimond Delboc	1273	André de Prades	997	Undirected												
499	Raimond Delboc	1412	Guillaume de Salavert	997	Undirected												
499	Raimond Delboc	1451	Pierre Raimond Sartre	997	Undirected												
514	Raimond Didier	596	Faure family	997	Undirected												
514	Raimond Didier	646	Bernard Faure	997	Undirected												
514	Raimond Didier	647	Ayceline Faure	997	Undirected												
514	Raimond Didier	700	Martin Francès	997	Undirected												
514	Raimond Didier	701	Montolive Francès	997	Undirected												
514	Raimond Didier	766	Raimond Géraud	997	Undirected												
514	Raimond Didier	767	Etiennette Géraud	997	Undirected												
514	Raimond Didier	1207	Amiel de Perles	997	Undirected												
514	Raimond Didier	1273	André de Prades	997	Undirected												
514	Raimond Didier	1412	Guillaume de Salavert	997	Undirected												
514	Raimond Didier	1451	Pierre Raimond Sartre	997	Undirected												
596	Faure family	646	Bernard Faure	997	Undirected												
596	Faure family	647	Ayceline Faure	997	Undirected												
596	Faure family	700	Martin Francès	997	Undirected												
596	Faure family	701	Montolive Francès	997	Undirected												
596	Faure family	766	Raimond Géraud	997	Undirected												
596	Faure family	767	Etiennette Géraud	997	Undirected												
596	Faure family	1207	Amiel de Perles	997	Undirected												
596	Faure family	1273	André de Prades	997	Undirected												
596	Faure family	1412	Guillaume de Salavert	997	Undirected												
596	Faure family	1451	Pierre Raimond Sartre	997	Undirected												
646	Bernard Faure	647	Ayceline Faure	997	Undirected												
646	Bernard Faure	700	Martin Francès	997	Undirected												
646	Bernard Faure	701	Montolive Francès	997	Undirected												
646	Bernard Faure	766	Raimond Géraud	997	Undirected												
646	Bernard Faure	767	Etiennette Géraud	997	Undirected												
646	Bernard Faure	1207	Amiel de Perles	997	Undirected												
646	Bernard Faure	1273	André de Prades	997	Undirected												
646	Bernard Faure	1412	Guillaume de Salavert	997	Undirected												
646	Bernard Faure	1451	Pierre Raimond Sartre	997	Undirected												
647	Ayceline Faure	700	Martin Francès	997	Undirected												
647	Ayceline Faure	701	Montolive Francès	997	Undirected												
647	Ayceline Faure	766	Raimond Géraud	997	Undirected												
647	Ayceline Faure	767	Etiennette Géraud	997	Undirected												
647	Ayceline Faure	1207	Amiel de Perles	997	Undirected												
647	Ayceline Faure	1273	André de Prades	997	Undirected												
647	Ayceline Faure	1412	Guillaume de Salavert	997	Undirected												
647	Ayceline Faure	1451	Pierre Raimond Sartre	997	Undirected												
700	Martin Francès	701	Montolive Francès	997	Undirected												
700	Martin Francès	766	Raimond Géraud	997	Undirected												
700	Martin Francès	767	Etiennette Géraud	997	Undirected												
700	Martin Francès	1207	Amiel de Perles	997	Undirected												
700	Martin Francès	1273	André de Prades	997	Undirected												
700	Martin Francès	1412	Guillaume de Salavert	997	Undirected												
700	Martin Francès	1451	Pierre Raimond Sartre	997	Undirected												
701	Montolive Francès	766	Raimond Géraud	997	Undirected												
701	Montolive Francès	767	Etiennette Géraud	997	Undirected												
701	Montolive Francès	1207	Amiel de Perles	997	Undirected												
701	Montolive Francès	1273	André de Prades	997	Undirected												
701	Montolive Francès	1412	Guillaume de Salavert	997	Undirected												
701	Montolive Francès	1451	Pierre Raimond Sartre	997	Undirected												
766	Raimond Géraud	767	Etiennette Géraud	997	Undirected												
766	Raimond Géraud	1207	Amiel de Perles	997	Undirected												
766	Raimond Géraud	1273	André de Prades	997	Undirected												
766	Raimond Géraud	1412	Guillaume de Salavert	997	Undirected												
766	Raimond Géraud	1451	Pierre Raimond Sartre	997	Undirected												
767	Etiennette Géraud	1207	Amiel de Perles	997	Undirected												
767	Etiennette Géraud	1273	André de Prades	997	Undirected												
767	Etiennette Géraud	1412	Guillaume de Salavert	997	Undirected												
767	Etiennette Géraud	1451	Pierre Raimond Sartre	997	Undirected												
1207	Amiel de Perles	1273	André de Prades	997	Undirected												
1207	Amiel de Perles	1412	Guillaume de Salavert	997	Undirected												
1207	Amiel de Perles	1451	Pierre Raimond Sartre	997	Undirected												
1273	André de Prades	1412	Guillaume de Salavert	997	Undirected												
1273	André de Prades	1451	Pierre Raimond Sartre	997	Undirected												
1412	Guillaume de Salavert	1451	Pierre Raimond Sartre	997	Undirected												
306	Durand Bouisse	499	Raimond Delboc	999	Undirected												
306	Durand Bouisse	514	Raimond Didier	999	Undirected												
306	Durand Bouisse	781	Bernard de Goch	999	Undirected												
306	Durand Bouisse	1412	Guillaume de Salavert	999	Undirected												
499	Raimond Delboc	514	Raimond Didier	999	Undirected												
499	Raimond Delboc	781	Bernard de Goch	999	Undirected												
499	Raimond Delboc	1412	Guillaume de Salavert	999	Undirected												
514	Raimond Didier	781	Bernard de Goch	999	Undirected												
514	Raimond Didier	1412	Guillaume de Salavert	999	Undirected												
781	Bernard de Goch	1412	Guillaume de Salavert	999	Undirected												
139	Pierre Autier	140	Jacques Autier	1001	Undirected												
139	Pierre Autier	143	Guillaume Autier	1001	Undirected												
139	Pierre Autier	306	Durand Bouisse	1001	Undirected												
139	Pierre Autier	781	Bernard de Goch	1001	Undirected												
139	Pierre Autier	892	Jacques Hugou	1001	Undirected												
139	Pierre Autier	893	Guillaume Hugou	1001	Undirected												
139	Pierre Autier	1008	P. Loubet	1001	Undirected												
139	Pierre Autier	1273	André de Prades	1001	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	1001	Undirected												
140	Jacques Autier	143	Guillaume Autier	1001	Undirected												
140	Jacques Autier	306	Durand Bouisse	1001	Undirected												
140	Jacques Autier	781	Bernard de Goch	1001	Undirected												
140	Jacques Autier	892	Jacques Hugou	1001	Undirected												
140	Jacques Autier	893	Guillaume Hugou	1001	Undirected												
140	Jacques Autier	1008	P. Loubet	1001	Undirected												
140	Jacques Autier	1273	André de Prades	1001	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	1001	Undirected												
143	Guillaume Autier	306	Durand Bouisse	1001	Undirected												
143	Guillaume Autier	781	Bernard de Goch	1001	Undirected												
143	Guillaume Autier	892	Jacques Hugou	1001	Undirected												
143	Guillaume Autier	893	Guillaume Hugou	1001	Undirected												
143	Guillaume Autier	1008	P. Loubet	1001	Undirected												
143	Guillaume Autier	1273	André de Prades	1001	Undirected												
143	Guillaume Autier	1451	Pierre Raimond Sartre	1001	Undirected												
306	Durand Bouisse	781	Bernard de Goch	1001	Undirected												
306	Durand Bouisse	892	Jacques Hugou	1001	Undirected												
306	Durand Bouisse	893	Guillaume Hugou	1001	Undirected												
306	Durand Bouisse	1008	P. Loubet	1001	Undirected												
306	Durand Bouisse	1273	André de Prades	1001	Undirected												
306	Durand Bouisse	1451	Pierre Raimond Sartre	1001	Undirected												
781	Bernard de Goch	892	Jacques Hugou	1001	Undirected												
781	Bernard de Goch	893	Guillaume Hugou	1001	Undirected												
781	Bernard de Goch	1008	P. Loubet	1001	Undirected												
781	Bernard de Goch	1273	André de Prades	1001	Undirected												
781	Bernard de Goch	1451	Pierre Raimond Sartre	1001	Undirected												
892	Jacques Hugou	893	Guillaume Hugou	1001	Undirected												
892	Jacques Hugou	1008	P. Loubet	1001	Undirected												
892	Jacques Hugou	1273	André de Prades	1001	Undirected												
892	Jacques Hugou	1451	Pierre Raimond Sartre	1001	Undirected												
893	Guillaume Hugou	1008	P. Loubet	1001	Undirected												
893	Guillaume Hugou	1273	André de Prades	1001	Undirected												
893	Guillaume Hugou	1451	Pierre Raimond Sartre	1001	Undirected												
1008	P. Loubet	1273	André de Prades	1001	Undirected												
1008	P. Loubet	1451	Pierre Raimond Sartre	1001	Undirected												
1273	André de Prades	1451	Pierre Raimond Sartre	1001	Undirected												
139	Pierre Autier	143	Guillaume Autier	1003	Undirected												
139	Pierre Autier	607	Pierre Eugène	1003	Undirected												
139	Pierre Autier	608	Matheude Eugène	1003	Undirected												
139	Pierre Autier	892	Jacques Hugou	1003	Undirected												
139	Pierre Autier	893	Guillaume Hugou	1003	Undirected												
139	Pierre Autier	894	Austorgue Hugou	1003	Undirected												
143	Guillaume Autier	607	Pierre Eugène	1003	Undirected												
143	Guillaume Autier	608	Matheude Eugène	1003	Undirected												
143	Guillaume Autier	892	Jacques Hugou	1003	Undirected												
143	Guillaume Autier	893	Guillaume Hugou	1003	Undirected												
143	Guillaume Autier	894	Austorgue Hugou	1003	Undirected												
607	Pierre Eugène	608	Matheude Eugène	1003	Undirected												
607	Pierre Eugène	892	Jacques Hugou	1003	Undirected												
607	Pierre Eugène	893	Guillaume Hugou	1003	Undirected												
607	Pierre Eugène	894	Austorgue Hugou	1003	Undirected												
608	Matheude Eugène	892	Jacques Hugou	1003	Undirected												
608	Matheude Eugène	893	Guillaume Hugou	1003	Undirected												
608	Matheude Eugène	894	Austorgue Hugou	1003	Undirected												
892	Jacques Hugou	893	Guillaume Hugou	1003	Undirected												
892	Jacques Hugou	894	Austorgue Hugou	1003	Undirected												
893	Guillaume Hugou	894	Austorgue Hugou	1003	Undirected												
139	Pierre Autier	140	Jacques Autier	1005	Undirected												
139	Pierre Autier	143	Guillaume Autier	1005	Undirected												
139	Pierre Autier	187	Sibille d'en Bayle	1005	Undirected												
139	Pierre Autier	607	Pierre Eugène	1005	Undirected												
139	Pierre Autier	608	Matheude Eugène	1005	Undirected												
139	Pierre Autier	894	Austorgue Hugou	1005	Undirected												
139	Pierre Autier	1207	Amiel de Perles	1005	Undirected												
139	Pierre Autier	1273	André de Prades	1005	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	1005	Undirected												
140	Jacques Autier	143	Guillaume Autier	1005	Undirected												
140	Jacques Autier	187	Sibille d'en Bayle	1005	Undirected												
140	Jacques Autier	607	Pierre Eugène	1005	Undirected												
140	Jacques Autier	608	Matheude Eugène	1005	Undirected												
140	Jacques Autier	894	Austorgue Hugou	1005	Undirected												
140	Jacques Autier	1207	Amiel de Perles	1005	Undirected												
140	Jacques Autier	1273	André de Prades	1005	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	1005	Undirected												
143	Guillaume Autier	187	Sibille d'en Bayle	1005	Undirected												
143	Guillaume Autier	607	Pierre Eugène	1005	Undirected												
143	Guillaume Autier	608	Matheude Eugène	1005	Undirected												
143	Guillaume Autier	894	Austorgue Hugou	1005	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	1005	Undirected												
143	Guillaume Autier	1273	André de Prades	1005	Undirected												
143	Guillaume Autier	1451	Pierre Raimond Sartre	1005	Undirected												
187	Sibille d'en Bayle	607	Pierre Eugène	1005	Undirected												
187	Sibille d'en Bayle	608	Matheude Eugène	1005	Undirected												
187	Sibille d'en Bayle	894	Austorgue Hugou	1005	Undirected												
187	Sibille d'en Bayle	1207	Amiel de Perles	1005	Undirected												
187	Sibille d'en Bayle	1273	André de Prades	1005	Undirected												
187	Sibille d'en Bayle	1451	Pierre Raimond Sartre	1005	Undirected												
607	Pierre Eugène	608	Matheude Eugène	1005	Undirected												
607	Pierre Eugène	894	Austorgue Hugou	1005	Undirected												
607	Pierre Eugène	1207	Amiel de Perles	1005	Undirected												
607	Pierre Eugène	1273	André de Prades	1005	Undirected												
607	Pierre Eugène	1451	Pierre Raimond Sartre	1005	Undirected												
608	Matheude Eugène	894	Austorgue Hugou	1005	Undirected												
608	Matheude Eugène	1207	Amiel de Perles	1005	Undirected												
608	Matheude Eugène	1273	André de Prades	1005	Undirected												
608	Matheude Eugène	1451	Pierre Raimond Sartre	1005	Undirected												
894	Austorgue Hugou	1207	Amiel de Perles	1005	Undirected												
894	Austorgue Hugou	1273	André de Prades	1005	Undirected												
894	Austorgue Hugou	1451	Pierre Raimond Sartre	1005	Undirected												
1207	Amiel de Perles	1273	André de Prades	1005	Undirected												
1207	Amiel de Perles	1451	Pierre Raimond Sartre	1005	Undirected												
1273	André de Prades	1451	Pierre Raimond Sartre	1005	Undirected												
31	Bérard d' Alièze	32	Paulin d' Alièze	1007	Undirected												
31	Bérard d' Alièze	139	Pierre Autier	1007	Undirected												
31	Bérard d' Alièze	140	Jacques Autier	1007	Undirected												
31	Bérard d' Alièze	400	Arnaud de Cernon	1007	Undirected												
31	Bérard d' Alièze	403	Jean de Cernon	1007	Undirected												
31	Bérard d' Alièze	409	Jean Chaperon	1007	Undirected												
31	Bérard d' Alièze	952	Le Petit de Lamazugue	1007	Undirected												
31	Bérard d' Alièze	1076	Chrétien Maynes	1007	Undirected												
31	Bérard d' Alièze	1258	Etienne Porchier	1007	Undirected												
31	Bérard d' Alièze	1534	Mondon Tisserand	1007	Undirected												
31	Bérard d' Alièze	1614	Gérard de Vienne	1007	Undirected												
32	Paulin d' Alièze	139	Pierre Autier	1007	Undirected												
32	Paulin d' Alièze	140	Jacques Autier	1007	Undirected												
32	Paulin d' Alièze	400	Arnaud de Cernon	1007	Undirected												
32	Paulin d' Alièze	403	Jean de Cernon	1007	Undirected												
32	Paulin d' Alièze	409	Jean Chaperon	1007	Undirected												
32	Paulin d' Alièze	952	Le Petit de Lamazugue	1007	Undirected												
32	Paulin d' Alièze	1076	Chrétien Maynes	1007	Undirected												
32	Paulin d' Alièze	1258	Etienne Porchier	1007	Undirected												
32	Paulin d' Alièze	1534	Mondon Tisserand	1007	Undirected												
32	Paulin d' Alièze	1614	Gérard de Vienne	1007	Undirected												
139	Pierre Autier	140	Jacques Autier	1007	Undirected												
139	Pierre Autier	400	Arnaud de Cernon	1007	Undirected												
139	Pierre Autier	403	Jean de Cernon	1007	Undirected												
139	Pierre Autier	409	Jean Chaperon	1007	Undirected												
139	Pierre Autier	952	Le Petit de Lamazugue	1007	Undirected												
139	Pierre Autier	1076	Chrétien Maynes	1007	Undirected												
139	Pierre Autier	1258	Etienne Porchier	1007	Undirected												
139	Pierre Autier	1534	Mondon Tisserand	1007	Undirected												
139	Pierre Autier	1614	Gérard de Vienne	1007	Undirected												
140	Jacques Autier	400	Arnaud de Cernon	1007	Undirected												
140	Jacques Autier	403	Jean de Cernon	1007	Undirected												
140	Jacques Autier	409	Jean Chaperon	1007	Undirected												
140	Jacques Autier	952	Le Petit de Lamazugue	1007	Undirected												
140	Jacques Autier	1076	Chrétien Maynes	1007	Undirected												
140	Jacques Autier	1258	Etienne Porchier	1007	Undirected												
140	Jacques Autier	1534	Mondon Tisserand	1007	Undirected												
140	Jacques Autier	1614	Gérard de Vienne	1007	Undirected												
400	Arnaud de Cernon	403	Jean de Cernon	1007	Undirected												
400	Arnaud de Cernon	409	Jean Chaperon	1007	Undirected												
400	Arnaud de Cernon	952	Le Petit de Lamazugue	1007	Undirected												
400	Arnaud de Cernon	1076	Chrétien Maynes	1007	Undirected												
400	Arnaud de Cernon	1258	Etienne Porchier	1007	Undirected												
400	Arnaud de Cernon	1534	Mondon Tisserand	1007	Undirected												
400	Arnaud de Cernon	1614	Gérard de Vienne	1007	Undirected												
403	Jean de Cernon	409	Jean Chaperon	1007	Undirected												
403	Jean de Cernon	952	Le Petit de Lamazugue	1007	Undirected												
403	Jean de Cernon	1076	Chrétien Maynes	1007	Undirected												
403	Jean de Cernon	1258	Etienne Porchier	1007	Undirected												
403	Jean de Cernon	1534	Mondon Tisserand	1007	Undirected				incorrect altogether	n		m					
403	Jean de Cernon	1614	Gérard de Vienne	1007	Undirected												
409	Jean Chaperon	952	Le Petit de Lamazugue	1007	Undirected												
409	Jean Chaperon	1076	Chrétien Maynes	1007	Undirected												
409	Jean Chaperon	1258	Etienne Porchier	1007	Undirected												
409	Jean Chaperon	1534	Mondon Tisserand	1007	Undirected												
409	Jean Chaperon	1614	Gérard de Vienne	1007	Undirected												
952	Le Petit de Lamazugue	1076	Chrétien Maynes	1007	Undirected												
952	Le Petit de Lamazugue	1258	Etienne Porchier	1007	Undirected												
952	Le Petit de Lamazugue	1534	Mondon Tisserand	1007	Undirected												
952	Le Petit de Lamazugue	1614	Gérard de Vienne	1007	Undirected												
1076	Chrétien Maynes	1258	Etienne Porchier	1007	Undirected												
1076	Chrétien Maynes	1534	Mondon Tisserand	1007	Undirected												
1076	Chrétien Maynes	1614	Gérard de Vienne	1007	Undirected												
1258	Etienne Porchier	1534	Mondon Tisserand	1007	Undirected												
1258	Etienne Porchier	1614	Gérard de Vienne	1007	Undirected												
1534	Mondon Tisserand	1614	Gérard de Vienne	1007	Undirected												
31	Bérard d' Alièze	34	Perrin d' Alièze	1009	Undirected												
31	Bérard d' Alièze	400	Arnaud de Cernon	1009	Undirected												
31	Bérard d' Alièze	403	Jean de Cernon	1009	Undirected												
31	Bérard d' Alièze	404	Pierre de Cernon	1009	Undirected												
31	Bérard d' Alièze	409	Jean Chaperon	1009	Undirected												
31	Bérard d' Alièze	457	Jean de na Comtesse	1009	Undirected												
31	Bérard d' Alièze	952	Le Petit de Lamazugue	1009	Undirected												
31	Bérard d' Alièze	1076	Chrétien Maynes	1009	Undirected												
31	Bérard d' Alièze	1172	Humbert Odet	1009	Undirected												
31	Bérard d' Alièze	1234	Hugonin Pifaud	1009	Undirected												
31	Bérard d' Alièze	1258	Etienne Porchier	1009	Undirected												
31	Bérard d' Alièze	1614	Gérard de Vienne	1009	Undirected												
34	Perrin d' Alièze	400	Arnaud de Cernon	1009	Undirected												
34	Perrin d' Alièze	403	Jean de Cernon	1009	Undirected												
34	Perrin d' Alièze	404	Pierre de Cernon	1009	Undirected												
34	Perrin d' Alièze	409	Jean Chaperon	1009	Undirected												
34	Perrin d' Alièze	457	Jean de na Comtesse	1009	Undirected												
34	Perrin d' Alièze	952	Le Petit de Lamazugue	1009	Undirected												
34	Perrin d' Alièze	1076	Chrétien Maynes	1009	Undirected												
34	Perrin d' Alièze	1172	Humbert Odet	1009	Undirected												
34	Perrin d' Alièze	1234	Hugonin Pifaud	1009	Undirected												
34	Perrin d' Alièze	1258	Etienne Porchier	1009	Undirected												
34	Perrin d' Alièze	1614	Gérard de Vienne	1009	Undirected												
400	Arnaud de Cernon	403	Jean de Cernon	1009	Undirected												
400	Arnaud de Cernon	404	Pierre de Cernon	1009	Undirected												
400	Arnaud de Cernon	409	Jean Chaperon	1009	Undirected												
400	Arnaud de Cernon	457	Jean de na Comtesse	1009	Undirected												
400	Arnaud de Cernon	952	Le Petit de Lamazugue	1009	Undirected												
400	Arnaud de Cernon	1076	Chrétien Maynes	1009	Undirected												
400	Arnaud de Cernon	1172	Humbert Odet	1009	Undirected												
400	Arnaud de Cernon	1234	Hugonin Pifaud	1009	Undirected												
400	Arnaud de Cernon	1258	Etienne Porchier	1009	Undirected												
400	Arnaud de Cernon	1614	Gérard de Vienne	1009	Undirected												
403	Jean de Cernon	404	Pierre de Cernon	1009	Undirected												
403	Jean de Cernon	409	Jean Chaperon	1009	Undirected												
403	Jean de Cernon	457	Jean de na Comtesse	1009	Undirected												
403	Jean de Cernon	952	Le Petit de Lamazugue	1009	Undirected												
403	Jean de Cernon	1076	Chrétien Maynes	1009	Undirected												
403	Jean de Cernon	1172	Humbert Odet	1009	Undirected				incorrect altogether	n		m					
403	Jean de Cernon	1234	Hugonin Pifaud	1009	Undirected												
403	Jean de Cernon	1258	Etienne Porchier	1009	Undirected												
403	Jean de Cernon	1614	Gérard de Vienne	1009	Undirected												
404	Pierre de Cernon	409	Jean Chaperon	1009	Undirected												
404	Pierre de Cernon	457	Jean de na Comtesse	1009	Undirected												
404	Pierre de Cernon	952	Le Petit de Lamazugue	1009	Undirected												
404	Pierre de Cernon	1076	Chrétien Maynes	1009	Undirected												
404	Pierre de Cernon	1172	Humbert Odet	1009	Undirected												
404	Pierre de Cernon	1234	Hugonin Pifaud	1009	Undirected												
404	Pierre de Cernon	1258	Etienne Porchier	1009	Undirected												
404	Pierre de Cernon	1614	Gérard de Vienne	1009	Undirected												
409	Jean Chaperon	457	Jean de na Comtesse	1009	Undirected												
409	Jean Chaperon	952	Le Petit de Lamazugue	1009	Undirected												
409	Jean Chaperon	1076	Chrétien Maynes	1009	Undirected												
409	Jean Chaperon	1172	Humbert Odet	1009	Undirected												
409	Jean Chaperon	1234	Hugonin Pifaud	1009	Undirected												
409	Jean Chaperon	1258	Etienne Porchier	1009	Undirected												
409	Jean Chaperon	1614	Gérard de Vienne	1009	Undirected												
457	Jean de na Comtesse	952	Le Petit de Lamazugue	1009	Undirected												
457	Jean de na Comtesse	1076	Chrétien Maynes	1009	Undirected												
457	Jean de na Comtesse	1172	Humbert Odet	1009	Undirected												
457	Jean de na Comtesse	1234	Hugonin Pifaud	1009	Undirected												
457	Jean de na Comtesse	1258	Etienne Porchier	1009	Undirected												
457	Jean de na Comtesse	1614	Gérard de Vienne	1009	Undirected												
952	Le Petit de Lamazugue	1076	Chrétien Maynes	1009	Undirected												
952	Le Petit de Lamazugue	1172	Humbert Odet	1009	Undirected												
952	Le Petit de Lamazugue	1234	Hugonin Pifaud	1009	Undirected												
952	Le Petit de Lamazugue	1258	Etienne Porchier	1009	Undirected												
952	Le Petit de Lamazugue	1614	Gérard de Vienne	1009	Undirected												
1076	Chrétien Maynes	1172	Humbert Odet	1009	Undirected												
1076	Chrétien Maynes	1234	Hugonin Pifaud	1009	Undirected												
1076	Chrétien Maynes	1258	Etienne Porchier	1009	Undirected												
1076	Chrétien Maynes	1614	Gérard de Vienne	1009	Undirected												
1172	Humbert Odet	1234	Hugonin Pifaud	1009	Undirected												
1172	Humbert Odet	1258	Etienne Porchier	1009	Undirected												
1172	Humbert Odet	1614	Gérard de Vienne	1009	Undirected												
1234	Hugonin Pifaud	1258	Etienne Porchier	1009	Undirected												
1234	Hugonin Pifaud	1614	Gérard de Vienne	1009	Undirected												
1258	Etienne Porchier	1614	Gérard de Vienne	1009	Undirected												
184	Barthélemy	221	Bernard	1011	Undirected												
184	Barthélemy	538	Gérard de las Donas	1011	Undirected												
184	Barthélemy	539	Hélis de las Donas	1011	Undirected												
184	Barthélemy	1040	Jean de Bolha	1011	Undirected												
184	Barthélemy	1076	Chrétien Maynes	1011	Undirected												
184	Barthélemy	1258	Etienne Porchier	1011	Undirected												
184	Barthélemy	1292	Gérard le Provençal	1011	Undirected												
184	Barthélemy	1533	Jeanne Tisserand	1011	Undirected												
184	Barthélemy	1534	Mondon Tisserand	1011	Undirected												
221	Bernard	538	Gérard de las Donas	1011	Undirected												
221	Bernard	539	Hélis de las Donas	1011	Undirected												
221	Bernard	1040	Jean de Bolha	1011	Undirected												
221	Bernard	1076	Chrétien Maynes	1011	Undirected												
221	Bernard	1258	Etienne Porchier	1011	Undirected												
221	Bernard	1292	Gérard le Provençal	1011	Undirected												
221	Bernard	1533	Jeanne Tisserand	1011	Undirected												
221	Bernard	1534	Mondon Tisserand	1011	Undirected												
538	Gérard de las Donas	539	Hélis de las Donas	1011	Undirected												
538	Gérard de las Donas	1040	Jean de Bolha	1011	Undirected												
538	Gérard de las Donas	1076	Chrétien Maynes	1011	Undirected												
538	Gérard de las Donas	1258	Etienne Porchier	1011	Undirected												
538	Gérard de las Donas	1292	Gérard le Provençal	1011	Undirected												
538	Gérard de las Donas	1533	Jeanne Tisserand	1011	Undirected												
538	Gérard de las Donas	1534	Mondon Tisserand	1011	Undirected												
539	Hélis de las Donas	1040	Jean de Bolha	1011	Undirected												
539	Hélis de las Donas	1076	Chrétien Maynes	1011	Undirected												
539	Hélis de las Donas	1258	Etienne Porchier	1011	Undirected												
539	Hélis de las Donas	1292	Gérard le Provençal	1011	Undirected												
539	Hélis de las Donas	1533	Jeanne Tisserand	1011	Undirected												
539	Hélis de las Donas	1534	Mondon Tisserand	1011	Undirected												
1040	Jean de Bolha	1076	Chrétien Maynes	1011	Undirected												
1040	Jean de Bolha	1258	Etienne Porchier	1011	Undirected												
1040	Jean de Bolha	1292	Gérard le Provençal	1011	Undirected												
1040	Jean de Bolha	1533	Jeanne Tisserand	1011	Undirected												
1040	Jean de Bolha	1534	Mondon Tisserand	1011	Undirected												
1076	Chrétien Maynes	1258	Etienne Porchier	1011	Undirected												
1076	Chrétien Maynes	1292	Gérard le Provençal	1011	Undirected												
1076	Chrétien Maynes	1533	Jeanne Tisserand	1011	Undirected												
1076	Chrétien Maynes	1534	Mondon Tisserand	1011	Undirected												
1258	Etienne Porchier	1292	Gérard le Provençal	1011	Undirected												
1258	Etienne Porchier	1533	Jeanne Tisserand	1011	Undirected												
1258	Etienne Porchier	1534	Mondon Tisserand	1011	Undirected												
1292	Gérard le Provençal	1533	Jeanne Tisserand	1011	Undirected												
1292	Gérard le Provençal	1534	Mondon Tisserand	1011	Undirected												
1533	Jeanne Tisserand	1534	Mondon Tisserand	1011	Undirected												
184	Barthélemy	203	Perrin Belis	1013	Undirected												
184	Barthélemy	400	Arnaud de Cernon	1013	Undirected												
184	Barthélemy	403	Jean de Cernon	1013	Undirected				incorrect altogether	n	Incorrect here and altogether - Barthélémy is never seen together with Pierre de Cernon or Jean de Cernon (I went through all instances).	m					
184	Barthélemy	409	Jean Chaperon	1013	Undirected												
184	Barthélemy	694	Formont	1013	Undirected												
184	Barthélemy	695	Géraud Formont	1013	Undirected												
184	Barthélemy	756	Perrin de Gaudoux	1013	Undirected												
184	Barthélemy	1076	Chrétien Maynes	1013	Undirected												
184	Barthélemy	1147	Guillaume Motier	1013	Undirected												
184	Barthélemy	1258	Etienne Porchier	1013	Undirected												
184	Barthélemy	1534	Mondon Tisserand	1013	Undirected												
184	Barthélemy	1614	Gérard de Vienne	1013	Undirected												
203	Perrin Belis	400	Arnaud de Cernon	1013	Undirected												
203	Perrin Belis	403	Jean de Cernon	1013	Undirected												
203	Perrin Belis	409	Jean Chaperon	1013	Undirected												
203	Perrin Belis	694	Formont	1013	Undirected												
203	Perrin Belis	695	Géraud Formont	1013	Undirected												
203	Perrin Belis	756	Perrin de Gaudoux	1013	Undirected												
203	Perrin Belis	1076	Chrétien Maynes	1013	Undirected												
203	Perrin Belis	1147	Guillaume Motier	1013	Undirected												
203	Perrin Belis	1258	Etienne Porchier	1013	Undirected												
203	Perrin Belis	1534	Mondon Tisserand	1013	Undirected												
203	Perrin Belis	1614	Gérard de Vienne	1013	Undirected												
