Source	Source_label	Target	Target_label	Based_on_page	Type	Kind	Holy_table_timestamp	Generator_version	Validity	Validity_certainty	Validity_note	Validation_manual_or_automated	Human_editor	Human_timestamp	Validator_editor	Validator_timestamp	Warning
55	Ponce Amiel	180	Aymeri Barrot	181	Undirected												
55	Ponce Amiel	227	Arnaud Bernard	181	Undirected												
55	Ponce Amiel	684	Ponce Fogassier	181	Undirected												
55	Ponce Amiel	1633	(companion of Ponce Fogassier)	181	Undirected				missing altogether due to the inconsistent method of the index	y	Anonymous socius not present in the index. Added to GuiSent Names.	m					
180	Aymeri Barrot	227	Arnaud Bernard	181	Undirected												
180	Aymeri Barrot	684	Ponce Fogassier	181	Undirected												
180	Aymeri Barrot	1633	(companion of Ponce Fogassier)	181	Undirected												
227	Arnaud Bernard	684	Ponce Fogassier	181	Undirected												
227	Arnaud Bernard	1633	(companion of Ponce Fogassier)	181	Undirected				missing altogether due to the inconsistent method of the index		Anonymous socius not present in the index. Added to GuiSent Names.	m					
684	Ponce Fogassier	1633	(companion of Ponce Fogassier)	181	Undirected				missing altogether due to the inconsistent method of the index		Anonymous socius not present in the index. Added to GuiSent Names.	m					
23	Albert	139	Pierre Autier	183	Undirected												
23	Albert	140	Jacques Autier	183	Undirected												
23	Albert	180	Aymeri Barrot	183	Undirected												
139	Pierre Autier	140	Jacques Autier	183	Undirected												
139	Pierre Autier	180	Aymeri Barrot	183	Undirected												
140	Jacques Autier	180	Aymeri Barrot	183	Undirected												
1064	Raimond Maurel	1065	Philippa Maurel	185	Undirected												
139	Pierre Autier	140	Jacques Autier	187	Undirected												
139	Pierre Autier	1065	Philippa Maurel	187	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	187	Undirected												
140	Jacques Autier	1065	Philippa Maurel	187	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	187	Undirected												
1065	Philippa Maurel	1451	Pierre Raimond Sartre	187	Undirected												
139	Pierre Autier	517	Guillaume Domergue	191	Undirected				incorrect due to wrong assignment to network		Guillaume Domergue incorrectly explicitly in the "d" network while used only for identification. I think that in later datasets (RegFournier, Guglielmites), I was more consistent in this. Corrected in GuiSent Names.	m					
139	Pierre Autier	518	Ricarde Domergue	191	Undirected				correct			m					
139	Pierre Autier	1207	Amiel de Perles	191	Undirected				correct			m					
517	Guillaume Domergue	518	Ricarde Domergue	191	Undirected				incorrect due to wrong assignment to network		Husband and wife. But husband's heresy unknown, and so for the evaluation of e.g. gender and heresy, the inclusion of this link is incorrect.	m					
517	Guillaume Domergue	1207	Amiel de Perles	191	Undirected				incorrect due to wrong assignment to network		Guillaume Domergue incorrectly explicitly in the "d" network while used only for identification. I think that in later datasets (RegFournier, Guglielmites), I was more consistent in this. Corrected in GuiSent Names.	m					
518	Ricarde Domergue	1207	Amiel de Perles	191	Undirected				correct			m					
518	Ricarde Domergue	519	Raimond Domergue	191	Undirected				missing here due to page break but present elsewhere			m					
518	Ricarde Domergue	520	Guillemette Domergue	191	Undirected				missing here due to page break but present elsewhere			m					
519	Raimond Domergue	139	Pierre Autier	191	Undirected				missing here due to page break but present elsewhere			m					
519	Raimond Domergue	1207	Amiel de Perles	191	Undirected				missing here due to page break but present elsewhere			m					
520	Guillemette Domergue	139	Pierre Autier	191	Undirected				missing here due to page break but present elsewhere			m					
520	Guillemette Domergue	1207	Amiel de Perles	191	Undirected				missing here due to page break but present elsewhere			m					
140	Jacques Autier	518	Ricarde Domergue	193	Undirected												
140	Jacques Autier	519	Raimond Domergue	193	Undirected												
140	Jacques Autier	520	Guillemette Domergue	193	Undirected												
140	Jacques Autier	899	Géraud Isarn	193	Undirected												
140	Jacques Autier	900	Guillemette Isarn	193	Undirected												
140	Jacques Autier	902	Guillaume Isarn	193	Undirected												
518	Ricarde Domergue	519	Raimond Domergue	193	Undirected												
518	Ricarde Domergue	520	Guillemette Domergue	193	Undirected												
518	Ricarde Domergue	899	Géraud Isarn	193	Undirected												
518	Ricarde Domergue	900	Guillemette Isarn	193	Undirected												
518	Ricarde Domergue	902	Guillaume Isarn	193	Undirected												
519	Raimond Domergue	520	Guillemette Domergue	193	Undirected												
519	Raimond Domergue	899	Géraud Isarn	193	Undirected												
519	Raimond Domergue	900	Guillemette Isarn	193	Undirected												
519	Raimond Domergue	902	Guillaume Isarn	193	Undirected												
520	Guillemette Domergue	899	Géraud Isarn	193	Undirected												
520	Guillemette Domergue	900	Guillemette Isarn	193	Undirected												
520	Guillemette Domergue	902	Guillaume Isarn	193	Undirected												
899	Géraud Isarn	900	Guillemette Isarn	193	Undirected												
899	Géraud Isarn	902	Guillaume Isarn	193	Undirected												
900	Guillemette Isarn	902	Guillaume Isarn	193	Undirected												
777	Pierre Gilbert	778	Etiennette Gilbert	195	Undirected												
777	Pierre Gilbert	1287	Martin Proault	195	Undirected												
778	Etiennette Gilbert	1287	Martin Proault	195	Undirected												
123	Bernard Audouy	139	Pierre Autier	197	Undirected												
123	Bernard Audouy	140	Jacques Autier	197	Undirected												
123	Bernard Audouy	143	Guillaume Autier	197	Undirected												
123	Bernard Audouy	470	Philippe de Coustaussa	197	Undirected												
123	Bernard Audouy	1207	Amiel de Perles	197	Undirected												
123	Bernard Audouy	1273	André de Prades	197	Undirected												
123	Bernard Audouy	1451	Pierre Raimond Sartre	197	Undirected												
139	Pierre Autier	140	Jacques Autier	197	Undirected												
139	Pierre Autier	143	Guillaume Autier	197	Undirected												
139	Pierre Autier	470	Philippe de Coustaussa	197	Undirected												
139	Pierre Autier	1207	Amiel de Perles	197	Undirected												
139	Pierre Autier	1273	André de Prades	197	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	197	Undirected												
140	Jacques Autier	143	Guillaume Autier	197	Undirected												
140	Jacques Autier	470	Philippe de Coustaussa	197	Undirected												
140	Jacques Autier	1207	Amiel de Perles	197	Undirected												
140	Jacques Autier	1273	André de Prades	197	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	197	Undirected												
143	Guillaume Autier	470	Philippe de Coustaussa	197	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	197	Undirected												
143	Guillaume Autier	1273	André de Prades	197	Undirected												
143	Guillaume Autier	1451	Pierre Raimond Sartre	197	Undirected												
470	Philippe de Coustaussa	1207	Amiel de Perles	197	Undirected				incorrect strictly speaking but can be inferred		I went through all the cooccurrences (on the basis of the index) and found no explicit testimony of their acquaintance, but they circulate somehow in the same surroundings (p. 783), are received in the same houses (p. 259, 263), even if sometimes they operate in two different dioceses (p. 231). They were both in Lombardy (p. 233). And importantly, they are both earlier members of Peter Autier's group. This allows me to do what I did not in some cases, e.g. with Raimond Faure - infer the edge.	m					
470	Philippe de Coustaussa	1273	André de Prades	197	Undirected												
470	Philippe de Coustaussa	1451	Pierre Raimond Sartre	197	Undirected				incorrect here but appears elsewhere		P. 819 explicitly. Plus they are met by the same people (p. 455, 469, 687, 783). Pierre Raimond also comes to visit Auda (p. 481), who lives in the same house in Toulouse with Philippe (p. 299), probably also at that time.	m					
1207	Amiel de Perles	1273	André de Prades	197	Undirected												
1207	Amiel de Perles	1451	Pierre Raimond Sartre	197	Undirected												
1273	André de Prades	1451	Pierre Raimond Sartre	197	Undirected												
6	Mathieu Aicart	123	Bernard Audouy	211	Undirected												
6	Mathieu Aicart	139	Pierre Autier	211	Undirected												
6	Mathieu Aicart	140	Jacques Autier	211	Undirected												
6	Mathieu Aicart	171	Bernard du Barri	211	Undirected												
6	Mathieu Aicart	1451	Pierre Raimond Sartre	211	Undirected												
123	Bernard Audouy	139	Pierre Autier	211	Undirected												
123	Bernard Audouy	140	Jacques Autier	211	Undirected												
123	Bernard Audouy	171	Bernard du Barri	211	Undirected												
123	Bernard Audouy	1451	Pierre Raimond Sartre	211	Undirected												
139	Pierre Autier	140	Jacques Autier	211	Undirected												
139	Pierre Autier	171	Bernard du Barri	211	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	211	Undirected												
140	Jacques Autier	171	Bernard du Barri	211	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	211	Undirected												
171	Bernard du Barri	1451	Pierre Raimond Sartre	211	Undirected												
139	Pierre Autier	140	Jacques Autier	213	Undirected												
139	Pierre Autier	143	Guillaume Autier	213	Undirected												
139	Pierre Autier	174	Jacques du Barri	213	Undirected												
139	Pierre Autier	175	Blanche du Barri	213	Undirected												
139	Pierre Autier	235	Jean Bernier	213	Undirected												
139	Pierre Autier	236	Ayceline Bernier	213	Undirected												
139	Pierre Autier	518	Ricarde Domergue	213	Undirected												
139	Pierre Autier	520	Guillemette Domergue	213	Undirected												
139	Pierre Autier	625	Raimonde Faure	213	Undirected												
139	Pierre Autier	1207	Amiel de Perles	213	Undirected												
139	Pierre Autier	1273	André de Prades	213	Undirected												
139	Pierre Autier	1288	Guillemette Proault	213	Undirected				incorrect here but appears elsewhere		Guillelmette's brother knows both Pierre and Jacques Autier (p. 303) and guides an unnamed heretic to her when terminally ill (p. 303).	m					
139	Pierre Autier	1451	Pierre Raimond Sartre	213	Undirected												
140	Jacques Autier	143	Guillaume Autier	213	Undirected												
140	Jacques Autier	174	Jacques du Barri	213	Undirected												
140	Jacques Autier	175	Blanche du Barri	213	Undirected												
140	Jacques Autier	235	Jean Bernier	213	Undirected												
140	Jacques Autier	236	Ayceline Bernier	213	Undirected												
140	Jacques Autier	518	Ricarde Domergue	213	Undirected												
140	Jacques Autier	520	Guillemette Domergue	213	Undirected												
140	Jacques Autier	625	Raimonde Faure	213	Undirected												
140	Jacques Autier	1207	Amiel de Perles	213	Undirected												
140	Jacques Autier	1273	André de Prades	213	Undirected												
140	Jacques Autier	1288	Guillemette Proault	213	Undirected				incorrect here but appears elsewhere			m					
140	Jacques Autier	1451	Pierre Raimond Sartre	213	Undirected												
143	Guillaume Autier	174	Jacques du Barri	213	Undirected												
143	Guillaume Autier	175	Blanche du Barri	213	Undirected												
143	Guillaume Autier	235	Jean Bernier	213	Undirected												
143	Guillaume Autier	236	Ayceline Bernier	213	Undirected												
143	Guillaume Autier	518	Ricarde Domergue	213	Undirected												
143	Guillaume Autier	520	Guillemette Domergue	213	Undirected												
143	Guillaume Autier	625	Raimonde Faure	213	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	213	Undirected												
143	Guillaume Autier	1273	André de Prades	213	Undirected												
143	Guillaume Autier	1288	Guillemette Proault	213	Undirected												
143	Guillaume Autier	1451	Pierre Raimond Sartre	213	Undirected												
174	Jacques du Barri	175	Blanche du Barri	213	Undirected												
174	Jacques du Barri	235	Jean Bernier	213	Undirected												
174	Jacques du Barri	236	Ayceline Bernier	213	Undirected												
174	Jacques du Barri	518	Ricarde Domergue	213	Undirected												
174	Jacques du Barri	520	Guillemette Domergue	213	Undirected												
174	Jacques du Barri	625	Raimonde Faure	213	Undirected												
174	Jacques du Barri	1207	Amiel de Perles	213	Undirected												
174	Jacques du Barri	1273	André de Prades	213	Undirected												
174	Jacques du Barri	1288	Guillemette Proault	213	Undirected												
174	Jacques du Barri	1451	Pierre Raimond Sartre	213	Undirected												
175	Blanche du Barri	235	Jean Bernier	213	Undirected												
175	Blanche du Barri	236	Ayceline Bernier	213	Undirected												
175	Blanche du Barri	518	Ricarde Domergue	213	Undirected												
175	Blanche du Barri	520	Guillemette Domergue	213	Undirected												
175	Blanche du Barri	625	Raimonde Faure	213	Undirected												
175	Blanche du Barri	1207	Amiel de Perles	213	Undirected												
175	Blanche du Barri	1273	André de Prades	213	Undirected												
175	Blanche du Barri	1288	Guillemette Proault	213	Undirected												
175	Blanche du Barri	1451	Pierre Raimond Sartre	213	Undirected												
235	Jean Bernier	236	Ayceline Bernier	213	Undirected												
235	Jean Bernier	518	Ricarde Domergue	213	Undirected												
235	Jean Bernier	520	Guillemette Domergue	213	Undirected												
235	Jean Bernier	625	Raimonde Faure	213	Undirected												
235	Jean Bernier	1207	Amiel de Perles	213	Undirected												
235	Jean Bernier	1273	André de Prades	213	Undirected												
235	Jean Bernier	1288	Guillemette Proault	213	Undirected												
235	Jean Bernier	1451	Pierre Raimond Sartre	213	Undirected												
236	Ayceline Bernier	518	Ricarde Domergue	213	Undirected												
236	Ayceline Bernier	520	Guillemette Domergue	213	Undirected												
236	Ayceline Bernier	625	Raimonde Faure	213	Undirected												
236	Ayceline Bernier	1207	Amiel de Perles	213	Undirected												
236	Ayceline Bernier	1273	André de Prades	213	Undirected												
236	Ayceline Bernier	1288	Guillemette Proault	213	Undirected												
236	Ayceline Bernier	1451	Pierre Raimond Sartre	213	Undirected												
518	Ricarde Domergue	520	Guillemette Domergue	213	Undirected												
518	Ricarde Domergue	625	Raimonde Faure	213	Undirected												
518	Ricarde Domergue	1207	Amiel de Perles	213	Undirected												
518	Ricarde Domergue	1273	André de Prades	213	Undirected												
518	Ricarde Domergue	1288	Guillemette Proault	213	Undirected												
518	Ricarde Domergue	1451	Pierre Raimond Sartre	213	Undirected												
520	Guillemette Domergue	625	Raimonde Faure	213	Undirected												
520	Guillemette Domergue	1207	Amiel de Perles	213	Undirected												
520	Guillemette Domergue	1273	André de Prades	213	Undirected												
520	Guillemette Domergue	1288	Guillemette Proault	213	Undirected												
520	Guillemette Domergue	1451	Pierre Raimond Sartre	213	Undirected												
625	Raimonde Faure	1207	Amiel de Perles	213	Undirected												
625	Raimonde Faure	1273	André de Prades	213	Undirected												
625	Raimonde Faure	1288	Guillemette Proault	213	Undirected												
625	Raimonde Faure	1451	Pierre Raimond Sartre	213	Undirected												
1207	Amiel de Perles	1273	André de Prades	213	Undirected												
1207	Amiel de Perles	1288	Guillemette Proault	213	Undirected												
1207	Amiel de Perles	1451	Pierre Raimond Sartre	213	Undirected												
1273	André de Prades	1288	Guillemette Proault	213	Undirected												
1273	André de Prades	1451	Pierre Raimond Sartre	213	Undirected												
1288	Guillemette Proault	1451	Pierre Raimond Sartre	213	Undirected				incorrect here but appears elsewhere			m					
139	Pierre Autier	140	Jacques Autier	215	Undirected												
139	Pierre Autier	807	Raimond Gui	215	Undirected												
139	Pierre Autier	808	Jeanne Gui	215	Undirected												
139	Pierre Autier	816	Vital Guilabert	215	Undirected												
139	Pierre Autier	818	Pierre Guilabert	215	Undirected												
139	Pierre Autier	1207	Amiel de Perles	215	Undirected												
139	Pierre Autier	1441	Pierre Sans	215	Undirected												
140	Jacques Autier	807	Raimond Gui	215	Undirected												
140	Jacques Autier	808	Jeanne Gui	215	Undirected												
140	Jacques Autier	816	Vital Guilabert	215	Undirected												
140	Jacques Autier	818	Pierre Guilabert	215	Undirected												
140	Jacques Autier	1207	Amiel de Perles	215	Undirected												
140	Jacques Autier	1441	Pierre Sans	215	Undirected						They are together at p. 880. It took me a while to find out because they somewhat miss each other in time: at p. 580, deeds concerning Jacques were 6 years before, and Peter Sans, 1 year before. P. 584 three heretics are named to be housed in the same house, incl. Pierre Sans and Jacques, but max. two of them (unnamed) together. At p. 600, Peter Sans, not yet heretic, tells two heretics to tell some good words; this may well be Peter and Jacques but this is uncertain. Peter Sans admired Peter Autier before James was captured (p. 668, 774, 818). From the copious visiones of Peter Autier and Peter Sans, it seems that Peter Sans was the socius of Peter after James was captured. Also at p. 720, these are two groups and Jacques and Peter Sans are not in the same one. But we have this clear evidence at p. 880.						
807	Raimond Gui	808	Jeanne Gui	215	Undirected												
807	Raimond Gui	816	Vital Guilabert	215	Undirected												
807	Raimond Gui	818	Pierre Guilabert	215	Undirected												
807	Raimond Gui	1207	Amiel de Perles	215	Undirected												
807	Raimond Gui	1441	Pierre Sans	215	Undirected												
808	Jeanne Gui	816	Vital Guilabert	215	Undirected												
808	Jeanne Gui	818	Pierre Guilabert	215	Undirected												
808	Jeanne Gui	1207	Amiel de Perles	215	Undirected												
808	Jeanne Gui	1441	Pierre Sans	215	Undirected												
816	Vital Guilabert	818	Pierre Guilabert	215	Undirected												
816	Vital Guilabert	1207	Amiel de Perles	215	Undirected												
816	Vital Guilabert	1441	Pierre Sans	215	Undirected												
818	Pierre Guilabert	1207	Amiel de Perles	215	Undirected												
818	Pierre Guilabert	1441	Pierre Sans	215	Undirected												
1207	Amiel de Perles	1441	Pierre Sans	215	Undirected												
139	Pierre Autier	140	Jacques Autier	217	Undirected												
139	Pierre Autier	143	Guillaume Autier	217	Undirected												
139	Pierre Autier	899	Géraud Isarn	217	Undirected												
139	Pierre Autier	901	Arnaud Isarn	217	Undirected												
139	Pierre Autier	902	Guillaume Isarn	217	Undirected												
139	Pierre Autier	1090	Jacques Mercadier	217	Undirected				incorrect due to wrong assignment to network			m					
139	Pierre Autier	1093	Jacques Mercadier	217	Undirected												
139	Pierre Autier	1207	Amiel de Perles	217	Undirected												
139	Pierre Autier	1477	Pierre Sicard	217	Undirected												
139	Pierre Autier	1478	Peirone Sicard	217	Undirected												
140	Jacques Autier	143	Guillaume Autier	217	Undirected												
140	Jacques Autier	899	Géraud Isarn	217	Undirected												
140	Jacques Autier	901	Arnaud Isarn	217	Undirected												
140	Jacques Autier	902	Guillaume Isarn	217	Undirected												
140	Jacques Autier	1090	Jacques Mercadier	217	Undirected				incorrect due to wrong assignment to network			m					
140	Jacques Autier	1093	Jacques Mercadier	217	Undirected												
140	Jacques Autier	1207	Amiel de Perles	217	Undirected												
140	Jacques Autier	1477	Pierre Sicard	217	Undirected				incorrect here but appears elsewhere		P. 285.	m					
140	Jacques Autier	1478	Peirone Sicard	217	Undirected												
143	Guillaume Autier	899	Géraud Isarn	217	Undirected												
143	Guillaume Autier	901	Arnaud Isarn	217	Undirected												
143	Guillaume Autier	902	Guillaume Isarn	217	Undirected												
143	Guillaume Autier	1090	Jacques Mercadier	217	Undirected				incorrect due to wrong assignment to network			m					
143	Guillaume Autier	1093	Jacques Mercadier	217	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	217	Undirected												
143	Guillaume Autier	1477	Pierre Sicard	217	Undirected												
143	Guillaume Autier	1478	Peirone Sicard	217	Undirected												
899	Géraud Isarn	901	Arnaud Isarn	217	Undirected												
899	Géraud Isarn	902	Guillaume Isarn	217	Undirected												
899	Géraud Isarn	1090	Jacques Mercadier	217	Undirected				incorrect due to wrong assignment to network			m					
899	Géraud Isarn	1093	Jacques Mercadier	217	Undirected												
899	Géraud Isarn	1207	Amiel de Perles	217	Undirected												
899	Géraud Isarn	1477	Pierre Sicard	217	Undirected												
899	Géraud Isarn	1478	Peirone Sicard	217	Undirected												
901	Arnaud Isarn	902	Guillaume Isarn	217	Undirected												
901	Arnaud Isarn	1090	Jacques Mercadier	217	Undirected				incorrect due to wrong assignment to network			m					
901	Arnaud Isarn	1093	Jacques Mercadier	217	Undirected												
901	Arnaud Isarn	1207	Amiel de Perles	217	Undirected												
901	Arnaud Isarn	1477	Pierre Sicard	217	Undirected												
901	Arnaud Isarn	1478	Peirone Sicard	217	Undirected												
902	Guillaume Isarn	1090	Jacques Mercadier	217	Undirected				incorrect due to wrong assignment to network			m					
902	Guillaume Isarn	1093	Jacques Mercadier	217	Undirected												
902	Guillaume Isarn	1207	Amiel de Perles	217	Undirected												
902	Guillaume Isarn	1477	Pierre Sicard	217	Undirected												
902	Guillaume Isarn	1478	Peirone Sicard	217	Undirected												
1090	Jacques Mercadier	1093	Jacques Mercadier	217	Undirected				incorrect due to wrong assignment to network			m					
1090	Jacques Mercadier	1207	Amiel de Perles	217	Undirected				incorrect due to wrong assignment to network			m					
1090	Jacques Mercadier	1477	Pierre Sicard	217	Undirected				incorrect due to wrong assignment to network			m					
1090	Jacques Mercadier	1478	Peirone Sicard	217	Undirected				incorrect due to wrong assignment to network			m					
1093	Jacques Mercadier	1207	Amiel de Perles	217	Undirected												
1093	Jacques Mercadier	1477	Pierre Sicard	217	Undirected												
1093	Jacques Mercadier	1478	Peirone Sicard	217	Undirected												
1207	Amiel de Perles	1477	Pierre Sicard	217	Undirected												
1207	Amiel de Perles	1478	Peirone Sicard	217	Undirected												
1477	Pierre Sicard	1478	Peirone Sicard	217	Undirected												
139	Pierre Autier	140	Jacques Autier	219	Undirected												
139	Pierre Autier	345	Germain de Bugarail	219	Undirected												
139	Pierre Autier	619	Andrée Faure	219	Undirected												
139	Pierre Autier	649	Guillaume Arnaud Faure	219	Undirected												
139	Pierre Autier	650	Guillemette Faure	219	Undirected												
139	Pierre Autier	906	Ponce Ivernat	219	Undirected												
139	Pierre Autier	908	Raimond Ivernat	219	Undirected												
139	Pierre Autier	909	Jeanne Ivernat	219	Undirected												
140	Jacques Autier	345	Germain de Bugarail	219	Undirected												
140	Jacques Autier	619	Andrée Faure	219	Undirected				correct			m					
140	Jacques Autier	649	Guillaume Arnaud Faure	219	Undirected												
140	Jacques Autier	650	Guillemette Faure	219	Undirected												
140	Jacques Autier	906	Ponce Ivernat	219	Undirected												
140	Jacques Autier	908	Raimond Ivernat	219	Undirected												
140	Jacques Autier	909	Jeanne Ivernat	219	Undirected												
345	Germain de Bugarail	619	Andrée Faure	219	Undirected												
345	Germain de Bugarail	649	Guillaume Arnaud Faure	219	Undirected												
345	Germain de Bugarail	650	Guillemette Faure	219	Undirected												
345	Germain de Bugarail	906	Ponce Ivernat	219	Undirected												
345	Germain de Bugarail	908	Raimond Ivernat	219	Undirected												
345	Germain de Bugarail	909	Jeanne Ivernat	219	Undirected												
619	Andrée Faure	649	Guillaume Arnaud Faure	219	Undirected												
619	Andrée Faure	650	Guillemette Faure	219	Undirected												
619	Andrée Faure	906	Ponce Ivernat	219	Undirected												
619	Andrée Faure	908	Raimond Ivernat	219	Undirected												
619	Andrée Faure	909	Jeanne Ivernat	219	Undirected												
649	Guillaume Arnaud Faure	650	Guillemette Faure	219	Undirected												
649	Guillaume Arnaud Faure	906	Ponce Ivernat	219	Undirected												
649	Guillaume Arnaud Faure	908	Raimond Ivernat	219	Undirected												
649	Guillaume Arnaud Faure	909	Jeanne Ivernat	219	Undirected												
650	Guillemette Faure	906	Ponce Ivernat	219	Undirected												
650	Guillemette Faure	908	Raimond Ivernat	219	Undirected												
650	Guillemette Faure	909	Jeanne Ivernat	219	Undirected												
906	Ponce Ivernat	908	Raimond Ivernat	219	Undirected												
906	Ponce Ivernat	909	Jeanne Ivernat	219	Undirected												
908	Raimond Ivernat	909	Jeanne Ivernat	219	Undirected												
123	Bernard Audouy	124	Vital Audouy	221	Undirected												
123	Bernard Audouy	140	Jacques Autier	221	Undirected												
123	Bernard Audouy	163	Raimond Barrau	221	Undirected												
123	Bernard Audouy	414	Guillaume Chatmar	221	Undirected												
123	Bernard Audouy	416	Pierre Chatmar	221	Undirected												
123	Bernard Audouy	772	Guillaume Germain	221	Undirected												
123	Bernard Audouy	1134	Guillaume de Montégut	221	Undirected												
123	Bernard Audouy	1207	Amiel de Perles	221	Undirected												
123	Bernard Audouy	1396	Guillemette de Saint-Gilles	221	Undirected												
123	Bernard Audouy	1439	Pierre Guillaume Sanchès	221	Undirected												
123	Bernard Audouy	1451	Pierre Raimond Sartre	221	Undirected												
124	Vital Audouy	140	Jacques Autier	221	Undirected												
124	Vital Audouy	163	Raimond Barrau	221	Undirected												
124	Vital Audouy	414	Guillaume Chatmar	221	Undirected												
124	Vital Audouy	416	Pierre Chatmar	221	Undirected												
124	Vital Audouy	772	Guillaume Germain	221	Undirected												
124	Vital Audouy	1134	Guillaume de Montégut	221	Undirected												
124	Vital Audouy	1207	Amiel de Perles	221	Undirected												
124	Vital Audouy	1396	Guillemette de Saint-Gilles	221	Undirected												
124	Vital Audouy	1439	Pierre Guillaume Sanchès	221	Undirected												
124	Vital Audouy	1451	Pierre Raimond Sartre	221	Undirected												
140	Jacques Autier	163	Raimond Barrau	221	Undirected												
140	Jacques Autier	414	Guillaume Chatmar	221	Undirected												
140	Jacques Autier	416	Pierre Chatmar	221	Undirected												
140	Jacques Autier	772	Guillaume Germain	221	Undirected												
140	Jacques Autier	1134	Guillaume de Montégut	221	Undirected												
140	Jacques Autier	1207	Amiel de Perles	221	Undirected												
140	Jacques Autier	1396	Guillemette de Saint-Gilles	221	Undirected												
140	Jacques Autier	1439	Pierre Guillaume Sanchès	221	Undirected				incorrect here but appears elsewhere			m					
140	Jacques Autier	1451	Pierre Raimond Sartre	221	Undirected												
163	Raimond Barrau	414	Guillaume Chatmar	221	Undirected												
163	Raimond Barrau	416	Pierre Chatmar	221	Undirected												
163	Raimond Barrau	772	Guillaume Germain	221	Undirected												
163	Raimond Barrau	1134	Guillaume de Montégut	221	Undirected												
163	Raimond Barrau	1207	Amiel de Perles	221	Undirected												
163	Raimond Barrau	1396	Guillemette de Saint-Gilles	221	Undirected												
163	Raimond Barrau	1439	Pierre Guillaume Sanchès	221	Undirected												
163	Raimond Barrau	1451	Pierre Raimond Sartre	221	Undirected												
414	Guillaume Chatmar	416	Pierre Chatmar	221	Undirected												
414	Guillaume Chatmar	772	Guillaume Germain	221	Undirected												
414	Guillaume Chatmar	1134	Guillaume de Montégut	221	Undirected												
414	Guillaume Chatmar	1207	Amiel de Perles	221	Undirected												
414	Guillaume Chatmar	1396	Guillemette de Saint-Gilles	221	Undirected												
414	Guillaume Chatmar	1439	Pierre Guillaume Sanchès	221	Undirected												
414	Guillaume Chatmar	1451	Pierre Raimond Sartre	221	Undirected												
416	Pierre Chatmar	772	Guillaume Germain	221	Undirected												
416	Pierre Chatmar	1134	Guillaume de Montégut	221	Undirected												
416	Pierre Chatmar	1207	Amiel de Perles	221	Undirected												
416	Pierre Chatmar	1396	Guillemette de Saint-Gilles	221	Undirected												
416	Pierre Chatmar	1439	Pierre Guillaume Sanchès	221	Undirected												
416	Pierre Chatmar	1451	Pierre Raimond Sartre	221	Undirected												
772	Guillaume Germain	1134	Guillaume de Montégut	221	Undirected												
772	Guillaume Germain	1207	Amiel de Perles	221	Undirected												
772	Guillaume Germain	1396	Guillemette de Saint-Gilles	221	Undirected												
772	Guillaume Germain	1439	Pierre Guillaume Sanchès	221	Undirected												
772	Guillaume Germain	1451	Pierre Raimond Sartre	221	Undirected												
1134	Guillaume de Montégut	1207	Amiel de Perles	221	Undirected												
1134	Guillaume de Montégut	1396	Guillemette de Saint-Gilles	221	Undirected												
1134	Guillaume de Montégut	1439	Pierre Guillaume Sanchès	221	Undirected												
1134	Guillaume de Montégut	1451	Pierre Raimond Sartre	221	Undirected												
1207	Amiel de Perles	1396	Guillemette de Saint-Gilles	221	Undirected												
1207	Amiel de Perles	1439	Pierre Guillaume Sanchès	221	Undirected												
1207	Amiel de Perles	1451	Pierre Raimond Sartre	221	Undirected												
1396	Guillemette de Saint-Gilles	1439	Pierre Guillaume Sanchès	221	Undirected												
1396	Guillemette de Saint-Gilles	1451	Pierre Raimond Sartre	221	Undirected												
1439	Pierre Guillaume Sanchès	1451	Pierre Raimond Sartre	221	Undirected				incorrect altogether	n	Pierre Guillaume Sanchès' mother received Pierre Raimond Sartre in her and her husband's house (p. 263; her husband is also a supporter). This is why I infer a link between this husband and P. R. S., since they share the house, which makes it more likely. I do not extend this link to the son, who is mentioned in relation to Pierre and Jacques Autier. The link is probable, but the slight difference (lacking mention of the same house) already decides for me that I won't create the link.	m					
38	Guillaume Aliguier	139	Pierre Autier	223	Undirected												
38	Guillaume Aliguier	140	Jacques Autier	223	Undirected												
38	Guillaume Aliguier	161	Durand Barrau	223	Undirected												
38	Guillaume Aliguier	163	Raimond Barrau	223	Undirected												
38	Guillaume Aliguier	470	Philippe de Coustaussa	223	Undirected												
38	Guillaume Aliguier	611	Guillaume Falquet	223	Undirected												
38	Guillaume Aliguier	745	Bernard Gasc	223	Undirected												
38	Guillaume Aliguier	1273	André de Prades	223	Undirected												
38	Guillaume Aliguier	1441	Pierre Sans	223	Undirected												
38	Guillaume Aliguier	1515	Raimonde Teisseyre	223	Undirected												
139	Pierre Autier	140	Jacques Autier	223	Undirected												
139	Pierre Autier	161	Durand Barrau	223	Undirected												
